,SID,EID,Mag,Rjb,logRjb,logVS_30,H,FM,T0.000S,T0.010S,T0.020S,T0.022S,T0.025S,T0.029S,T0.030S,T0.032S,T0.035S,T0.036S,T0.040S,T0.042S,T0.044S,T0.045S,T0.046S,T0.048S,T0.050S,T0.055S,T0.060S,T0.065S,T0.067S,T0.070S,T0.075S,T0.080S,T0.085S,T0.090S,T0.095S,T0.100S,T0.110S,T0.120S,T0.130S,T0.133S,T0.140S,T0.150S,T0.160S,T0.170S,T0.180S,T0.190S,T0.200S,T0.220S,T0.240S,T0.250S,T0.260S,T0.280S,T0.290S,T0.300S,T0.320S,T0.340S,T0.350S,T0.360S,T0.380S,T0.400S,T0.420S,T0.440S,T0.450S,T0.460S,T0.480S,T0.500S,T0.550S,T0.600S,T0.650S,T0.667S,T0.700S,T0.750S,T0.800S,T0.850S,T0.900S,T0.950S,T1.000S,T1.100S,T1.200S,T1.300S,T1.400S,T1.500S,T1.600S,T1.700S,T1.800S,T1.900S,T2.000S,T2.200S,T2.400S,T2.500S,T2.600S,T2.800S,T3.000S,T3.200S,T3.400S,T3.500S,T3.600S,T3.800S,T4.000S,T4.200S,T4.400S,T4.600S,T4.800S,T5.000S,T5.500S,T6.000S,T6.500S,T7.000S,T7.500S,T8.000S,T8.500S,T9.000S,T9.500S,T10.000S,T11.000S,T12.000S,T13.000S,T14.000S,T15.000S,T20.000S
2735.0,173.0,678.0,6.1999999582767495,56.34999847888947,4.031582054523507,5.134856816986833,18.00000059604645,0.0,0.0034765077793960713,-0.008626283278665048,-0.008965558021854086,-0.00894134516725649,-0.008850307417051683,-0.008607962373215833,-0.00884315234472997,-0.008637911494619465,-0.009587685642660847,-0.009654038459418913,-0.00982650720074686,-0.009232856913676809,-0.00903203659540953,-0.009032667303457623,-0.009141614789108207,-0.009526765535267448,-0.009388237392354429,-0.010054692438486773,-0.012898627361931952,-0.01467318287617344,-0.017408401774345675,-0.024363418832032874,-0.03079595575133481,-0.028365912289763547,-0.022862660142896306,-0.02654626316094174,-0.024911220273030582,-0.020601300373150958,-0.014260534776252321,-0.02472830176659016,-0.03391367544874273,-0.031698586263259824,-0.027780678778092177,-0.02103953922017975,-0.015232934784712292,-0.013191848534571563,-0.011108311224018659,-0.011323317142204642,-0.01152451208759056,-0.017045502553905682,-0.015323083043863567,-0.012763000523495459,-0.011012829568191551,-0.009298937669774384,-0.008767594333915557,-0.008297084387941,-0.010766091800931292,-0.01220837555326345,-0.012772838236806635,-0.014601443178839303,-0.014667560145159656,-0.01478060414605312,-0.01434626028229434,-0.015323789027771685,-0.014812399252916105,-0.014693494463936394,-0.01768586138050199,-0.018810514812572614,-0.02090040871574992,-0.014247455911307818,-0.013731574325036255,-0.013851085465417606,-0.012566784600734994,-0.014518246032606734,-0.01825385686614555,-0.019383107043996005,-0.020108120738601166,-0.018628949729108543,-0.016600926269969996,-0.01677135882550939,-0.01860152085811829,-0.017381018136515384,-0.015673680963284118,-0.01402074095751206,-0.012692609440263982,-0.011810024601723732,-0.01147869108864187,-0.011127027176038659,-0.011085050748580306,-0.010396644942477011,-0.010063273444675723,-0.009165576573208042,-0.008417384128646737,-0.007063394599136826,-0.006650571100798231,-0.005465206308801745,-0.00438877067052223,-0.003783621686064068,-0.003230377689567139,-0.0026323162841964567,-0.002325681250306696,-0.002099006028300689,-0.0018976355638195418,-0.0017092288054326543,-0.001535677582026766,-0.0013855819025756016,-0.0010697533485366575,-0.0008342065793180411,-0.0006601233431976436,-0.0006701162044395316,-0.0006035189241938221,-0.0005040861587398086,-0.00038279781517841526,-0.00023438813963436536,-0.00017613893578913238,-0.00014426261792775007,-0.0001400474121047432,-0.00010754666871291325,-0.00010451804581728216,-9.206079661851175e-05,-6.491126567348269e-05,1.9482513018739673e-05
2737.0,173.0,680.0,6.1999999582767495,50.26000096321106,3.917209534307164,6.350955591641267,18.00000059604645,0.0,0.0007400981262702391,-0.03088613372034565,-0.030859611874598132,-0.03077376935419969,-0.030699929352263237,-0.031008481213900586,-0.03096780151895566,-0.03104220663699025,-0.03097786384868645,-0.030827947606545926,-0.030679137128071056,-0.030849720903251835,-0.03093289777806878,-0.03090223662069508,-0.030955923162594746,-0.030955202299124247,-0.03061083252814954,-0.03060827816080078,-0.03044840760028996,-0.031052166859068697,-0.03107964501827289,-0.03043886680592742,-0.03122435819250245,-0.032149345355530635,-0.033201156146454705,-0.033903855445023036,-0.03452691912162701,-0.03557902341010185,-0.03588239789384365,-0.03760333877345697,-0.04469178993141402,-0.04686273184777382,-0.05052854323954521,-0.05243092629232044,-0.05778481064813087,-0.05545081986226374,-0.05621161397422463,-0.0652252733037924,-0.06701707198542234,-0.06285943430888234,-0.06447646634200412,-0.07481344605612317,-0.08154845955988267,-0.1031306588891613,-0.11794969263403966,-0.12043570395962395,-0.12731729808761302,-0.14192476521064173,-0.14952705508902325,-0.14681029587210156,-0.13718374811029602,-0.11555773530457893,-0.1103287437297855,-0.0932966725929038,-0.08417749896909488,-0.07616003969733812,-0.06955697849548399,-0.06878217592706197,-0.06410177213904937,-0.0706413322767706,-0.059665642715849516,-0.05434770439368614,-0.046305437731777345,-0.050450464600897846,-0.042620482700318374,-0.035439501859300324,-0.03150023177045568,-0.029384350361886174,-0.03239565633655005,-0.0350432744116911,-0.041672287598244116,-0.05048049771106615,-0.04616643885484846,-0.04616316836824624,-0.044404417074876225,-0.034697568389836,-0.02908999961416411,-0.021791480303119653,-0.018145565780629227,-0.01754590809996233,-0.015513705667529158,-0.014720805584645183,-0.014969984453857086,-0.013750271693265904,-0.013394233464319612,-0.01182866263240251,-0.010243934490347554,-0.00952656795805714,-0.00911821504346199,-0.008956420305892072,-0.010275985248212946,-0.011793116806780808,-0.013528102834451916,-0.014190941023498663,-0.012928635081629572,-0.011118192188870854,-0.00877374646719153,-0.008491352122027682,-0.007631745893190649,-0.006324139141917213,-0.005556918614497876,-0.004775050809626534,-0.004032986547502231,-0.0038078647938421875,-0.0036221156192059204,-0.003703862416734397,-0.0031783135340477924,-0.0027988242748283655,-0.0021741632763920605,-0.0019165763689726525,-0.0015326950455637203,-0.000710459193032612
2749.0,173.0,692.0,6.1999999582767495,73.38000354766847,4.295651578748261,5.433023077144529,18.00000059604645,0.0,0.0016414078833893659,-0.01493384994713482,-0.014636467894128894,-0.014887899119496529,-0.015259654472743588,-0.015016138408033324,-0.0152084603004448,-0.015468436711413168,-0.015127790050164855,-0.015039366620039001,-0.015573525108505048,-0.015544818580585958,-0.015611188819696174,-0.015639750116828676,-0.015505743106140642,-0.015491128607798218,-0.015433346655966946,-0.01563216701024916,-0.015658605674817576,-0.014837934163887099,-0.01468051132589764,-0.014648738024666668,-0.015490184342039803,-0.016405401547615286,-0.017714086348950817,-0.018850064661725043,-0.020094948161523147,-0.02079981065836604,-0.02384338288561894,-0.023694287471328884,-0.029095660619007167,-0.02703360277358661,-0.029426776238739367,-0.029326460291605967,-0.029891017594033238,-0.028262230262615966,-0.02756540448363447,-0.026000012113073484,-0.024962424549706437,-0.0323690222759998,-0.03341266681797299,-0.035594117575134684,-0.036225087687668536,-0.03630108094235717,-0.03892472356882435,-0.039760128567865906,-0.051856284585323834,-0.05699421821847699,-0.05485818120278795,-0.05260875439808222,-0.04949738945636729,-0.043598367075605673,-0.045277094674868026,-0.041442068212464205,-0.042266963627285714,-0.04340311452884297,-0.04520238167112707,-0.04813993372174235,-0.04293092631203796,-0.0410268933106363,-0.035293602071701985,-0.03678979918846833,-0.03808311637078086,-0.039636739787970415,-0.033603906391529985,-0.03205914547336859,-0.0285071342589415,-0.02463537315706256,-0.02019124758015675,-0.02594792218575065,-0.02341066227158757,-0.025538528491835546,-0.026921311805246043,-0.024559116973638273,-0.023623828015848898,-0.022933161066199744,-0.019020314923546253,-0.015517610764147807,-0.01553327166813975,-0.013465012212833244,-0.014503034275536356,-0.014135201018449032,-0.01365888286876499,-0.012013618018935912,-0.01124475350932486,-0.011077047336273625,-0.012722519124308627,-0.012737228511038576,-0.012689286879259663,-0.010770578110960938,-0.008492962651345092,-0.008120177670475022,-0.007920814486797791,-0.007491092224608888,-0.006493015562376737,-0.00591707000136958,-0.0055600999782367865,-0.0053455774093179535,-0.004893191713474283,-0.004539302861695236,-0.004191368067511347,-0.0038428577901220835,-0.0035858103991403914,-0.003377278981604781,-0.00315857020939262,-0.003032650308399954,-0.0028113574668336204,-0.0024293354840369727,-0.0019758093856585566,-0.001693653218220689,-0.0013959143136604798,-0.0006771213902546151
2755.0,173.0,1503.0,6.1999999582767495,93.31000018119812,4.535927462378464,5.39956446208285,18.00000059604645,0.0,0.0007236181575149293,-0.03947162039180163,-0.039447876572058616,-0.03951600341767524,-0.03966847834145924,-0.03947825249030838,-0.03957177484164834,-0.039601269593437995,-0.03998251315177992,-0.040121921929301016,-0.04045011354738734,-0.04057770773583246,-0.04053653402305192,-0.040606788331492845,-0.04072625894410397,-0.04098208810067077,-0.04207029571102593,-0.04179353327500848,-0.043812988893047244,-0.04521546232599599,-0.04526102250686645,-0.046813243234012425,-0.05443601551122468,-0.05992316266152667,-0.06654623965850198,-0.06757888740603696,-0.07041733865448924,-0.07135121172252085,-0.07281437892202011,-0.06297495785068338,-0.07868141532491518,-0.0780244533109134,-0.06932548621329686,-0.08497763505926978,-0.10038353137673997,-0.10815293990900593,-0.10200066489056071,-0.08507631045084361,-0.08257221756988468,-0.09262839956036788,-0.10283811012463792,-0.09491092931236629,-0.09481429486578194,-0.10001687773281731,-0.10384093238792386,-0.1057118680142222,-0.10759969902151385,-0.11088430590817772,-0.11457695508712,-0.11991197162086951,-0.1383099590406312,-0.15082965848253874,-0.13492493424021693,-0.11598591241183145,-0.10796176844718142,-0.0987855568696402,-0.08670629060101837,-0.0740064292585035,-0.0730484775849069,-0.061346423909675936,-0.06434574364434449,-0.06934938177582976,-0.08138061872608128,-0.09545343042639999,-0.10226302441329901,-0.10792442994751326,-0.10086469341598986,-0.09934445701274211,-0.09631396048676621,-0.08135878209940343,-0.09841672100104884,-0.09379662286888348,-0.08167087247729964,-0.08674679000127869,-0.09419567272189469,-0.08048990500408583,-0.062648683501766,-0.05397469806481852,-0.045638230157619,-0.042657779712940894,-0.05207622084976377,-0.05389569370425545,-0.05770252439742311,-0.06354129521977062,-0.06330194781104236,-0.060938120656460884,-0.06319936251957611,-0.059549401927881634,-0.05487611048122292,-0.05712167846059579,-0.04979431050012208,-0.04134119125665615,-0.03521545992671388,-0.02949922235314473,-0.025915560241633696,-0.025880537793355043,-0.027034719253623427,-0.02738852656399614,-0.02471533387768633,-0.02098339534357715,-0.017827884044811334,-0.014962920616065988,-0.013159618699196554,-0.011998950880223026,-0.010157203052711975,-0.00867150209250771,-0.006560866380105731,-0.005038451009483006,-0.003995814001917843,-0.003073837385266364,-0.0024953152477997995,-0.0009551011727656188
2785.0,173.0,766.0,6.1999999582767495,47.48000087738038,3.860308392384707,6.465724668398562,18.00000059604645,0.0,0.0008258953415164722,-0.03144094769091593,-0.03165771220783455,-0.03174786902733724,-0.03176612151606487,-0.03193696999087238,-0.032025616912418904,-0.03203404035681559,-0.03204330156855557,-0.03213923673318071,-0.03245626637212012,-0.03222190888257654,-0.03240174536940277,-0.032473634544997715,-0.03224573717524031,-0.03158927029249644,-0.03091137531950994,-0.031663812321572345,-0.03338461699092703,-0.034790929606101195,-0.03563763459421444,-0.036491041108295416,-0.03480488361476428,-0.034931515383847284,-0.03548839781877393,-0.03777053617713557,-0.039540010343224026,-0.04169427466058356,-0.05714407875302237,-0.06763480563939786,-0.06948222778356679,-0.06934842676122382,-0.0694545970869267,-0.07418726059285195,-0.0668206150367914,-0.06241262585688927,-0.07561122007724559,-0.08041336221690859,-0.09544048008004759,-0.09222550175013296,-0.0907822120484882,-0.10091640290408935,-0.09736810524208968,-0.08970313200183648,-0.08419031880758342,-0.0876901968341728,-0.08598151387964374,-0.08397270499568582,-0.08093746515992029,-0.07560733919865509,-0.06694522252759824,-0.05640802981068566,-0.057934339025424074,-0.06780410955164,-0.06829775679998519,-0.06299836486188948,-0.05483819709733724,-0.05835805132279861,-0.056381365074865866,-0.0486221171118979,-0.03954764913314211,-0.040995138415639794,-0.04221716415267874,-0.035851386280993054,-0.03543991264599142,-0.035822355563120314,-0.0402258385491741,-0.03823641612712376,-0.04207317161935479,-0.03821409631138254,-0.04219376359270742,-0.03872492245260728,-0.029313911255927045,-0.027362186611599035,-0.024955549331324968,-0.028211854860249495,-0.02323501661796115,-0.020260308373138927,-0.020468006858203117,-0.022063027560582555,-0.0192066398868142,-0.018082147395706034,-0.015792280694651422,-0.01067851153882117,-0.009773179731622117,-0.009875196317121629,-0.010442666816310455,-0.010957339217208897,-0.011266033187351778,-0.010400498535747359,-0.009283017189666676,-0.008157175493433257,-0.007221785784885859,-0.006529663425769933,-0.006099148782098093,-0.005684330848558467,-0.0048940724987676975,-0.004076610681196863,-0.003203876773119774,-0.0028488056577019275,-0.0024056154706604644,-0.0019140203257952382,-0.0016824347123318994,-0.0014963695340047744,-0.0012788338467630126,-0.0011631363678135636,-0.0010450812785240643,-0.0008953091265191354,-0.0007374738168218025,-0.0006101213804840056,-0.0005297320805224343,-0.0002965225430790578
2833.0,173.0,887.0,6.1999999582767495,166.64999710083006,5.115895867880727,5.686975344025559,18.00000059604645,0.0,0.00010634896883029326,-0.013613367167343352,-0.013712260909531052,-0.013681485030823113,-0.013729280023572264,-0.013727122533797933,-0.01378241807405486,-0.013852374183627354,-0.013760501692660203,-0.013719155055349463,-0.013819196437941307,-0.01391073722812858,-0.014032187495697223,-0.01402786221066874,-0.013960668828020467,-0.013941865499693926,-0.014496692109622084,-0.014505323638652772,-0.01580786503394008,-0.01758080969809086,-0.0181905748927389,-0.020977397049040468,-0.02303282178741813,-0.02059159756146208,-0.01995474029827735,-0.018616493415279527,-0.019095161499921975,-0.02052891907106403,-0.026087262787026548,-0.02920562164223176,-0.032373879516071694,-0.03310988094771237,-0.03997752891692157,-0.044253628559166716,-0.049055245619957645,-0.049802500061535956,-0.052923530363764626,-0.057702220572730896,-0.057269631352332505,-0.06961619996098661,-0.05449798721634198,-0.0494193406785804,-0.04726398220272384,-0.04791490317789967,-0.044652752649284796,-0.044113409798238794,-0.044933372256011135,-0.03259676402590783,-0.03028431820488857,-0.029763702004048858,-0.02927024723002082,-0.024883157065485773,-0.01839841107150336,-0.016005101405881475,-0.015752426285009863,-0.01543058822729349,-0.016732860574116652,-0.015594137986034177,-0.01470813289209496,-0.01099511286724392,-0.008711992037562084,-0.008160806905747834,-0.007276747086854887,-0.0069413684062535,-0.006389904949412058,-0.006780660608032807,-0.006982030869879216,-0.006065591723393459,-0.005057531999123837,-0.003852501567142939,-0.0033431348538157267,-0.0031188949601567923,-0.0031193499315822666,-0.0030409193117647954,-0.0035426204893065877,-0.003923463084319535,-0.0034627493856623772,-0.0030159122383764435,-0.0029897937231583554,-0.0026689187337704252,-0.0025063651200658626,-0.0022778924620009597,-0.002054143584431897,-0.0019334734363664053,-0.0018793874629898742,-0.002002058730322518,-0.002321830243462174,-0.0023741905674389777,-0.0025429987971341047,-0.0027697662962783047,-0.0028068526974971038,-0.002719675477989404,-0.0026059535010702754,-0.0023939051035572964,-0.0022329454035775495,-0.0020624904241079295,-0.0017988609602686179,-0.0015200658436516359,-0.0011867153746893302,-0.0009321579721500583,-0.0007374977404893772,-0.0007901420573240935,-0.0007741669524071288,-0.000678640152275691,-0.0005929237377032806,-0.0005233959555764674,-0.00038576715882760875,-0.0003258910743560163,-0.0002630612637515016,-0.000197914948598152,-0.00017736622385589265,-9.317681093956828e-05
2909.0,173.0,1106.0,6.1999999582767495,88.060002450943,4.478018601154115,5.74088552754558,18.00000059604645,0.0,0.0004503023047300639,-0.011784312949856346,-0.011815310975393541,-0.011774563284482151,-0.011677116994481826,-0.011798344817309103,-0.0118423526738983,-0.011768621359055285,-0.011718183594777281,-0.011737829203358936,-0.011701692439545525,-0.011619037806401304,-0.011743302761547534,-0.01177877989096484,-0.011780595949316183,-0.01173781957498804,-0.011704677515883825,-0.011657400506062442,-0.011870713588343518,-0.011829297311097626,-0.011863297374484931,-0.011906995491670702,-0.011794599471345051,-0.011797038643570342,-0.012230875523148804,-0.012508460608251242,-0.012244857352130512,-0.011829264877480648,-0.011668450714846965,-0.011697537601976199,-0.013170461383480332,-0.013626670972246166,-0.014035292162757576,-0.014380345080014394,-0.014992405510192344,-0.01633103912768454,-0.01662252010122142,-0.017238377848635432,-0.019469018216059092,-0.02499041077591262,-0.022191044588054157,-0.021259964289013274,-0.022354412499181773,-0.022166563782462397,-0.023327203257190027,-0.026110958481506547,-0.027919585562107475,-0.030675863706245893,-0.029303286761784002,-0.029216920990554177,-0.030679470955271942,-0.029295853827879727,-0.02660249134311771,-0.024375687192507236,-0.025176823776277488,-0.025777639111178172,-0.02386492897841606,-0.02297297101354609,-0.022499804538374694,-0.022497003584033712,-0.021983289109190132,-0.02310953043009599,-0.023992884107718312,-0.025006429555790424,-0.027004158868604987,-0.027714473082340815,-0.03386281686178578,-0.03290713840305326,-0.0311868907437985,-0.02703049409330328,-0.032538253373959825,-0.03668011972857146,-0.035782950105239845,-0.03684230300584091,-0.03781709654368277,-0.031539025715884905,-0.030072103901272178,-0.026231965308351157,-0.02358421369868614,-0.013772101140267464,-0.009041863996368055,-0.008458348424802344,-0.007947423296153661,-0.00794161294890422,-0.008075780860901506,-0.00812772937015375,-0.008657763645053702,-0.008808761338709163,-0.008811693947912199,-0.008962875717258378,-0.009657270441919013,-0.010636446118178088,-0.011662693707531655,-0.012439645781296851,-0.01370039262432655,-0.014432994752914236,-0.013568596051975116,-0.01235682612905831,-0.01118029075113987,-0.009403157228116148,-0.007857097428122916,-0.006814246991191296,-0.0058550312053898745,-0.004987971141989487,-0.004398284552328357,-0.0038589865096349853,-0.0029352040015697073,-0.0023551076185817895,-0.00197575948972909,-0.0016324071895966214,-0.001308187463708764,-0.0006486179906714596
2918.0,173.0,1117.0,6.1999999582767495,69.28999650001526,4.238300885400709,6.558141077320212,18.00000059604645,0.0,0.0002894993981775543,-0.018227159965687856,-0.018576859694178702,-0.01887309126816956,-0.01869946247946138,-0.018671713515104292,-0.018687548439799327,-0.018874157949830633,-0.019260197206099828,-0.019269563573259593,-0.020231965009714158,-0.020284823146438292,-0.020300715175060508,-0.02005044451896247,-0.019478854726999492,-0.018730578033375588,-0.02036687600301521,-0.021172592159582754,-0.024589992255930893,-0.02534173219259027,-0.026234798699249138,-0.0286247536308713,-0.02887915728495131,-0.03387951075207252,-0.032077950942879935,-0.030918619965683937,-0.034232956220242305,-0.039441313176581415,-0.043472273917387824,-0.03977059296939836,-0.034096571482217945,-0.033034927551917,-0.03583340679463828,-0.03705690726376852,-0.03940642479455458,-0.048110992453647555,-0.043350143068397975,-0.052875081083677195,-0.05854552630293073,-0.06361630975205779,-0.05711813816250301,-0.05571816365338511,-0.06217866984869805,-0.06431016424079611,-0.05431752438066788,-0.052600026385038814,-0.04433169492203474,-0.04979706236318541,-0.05304356196995639,-0.0536909400232336,-0.05153916275446788,-0.04089394391467194,-0.03246491256574213,-0.025988790319509424,-0.02452642730141474,-0.022687444331965588,-0.02035281016480726,-0.02165873000209757,-0.016202546282363492,-0.013548726523489669,-0.012398821412072594,-0.011080677688082508,-0.010543792181956559,-0.010894909431260012,-0.010746966208149142,-0.011457998445401902,-0.012352819657831336,-0.012412862373132307,-0.011397749495128414,-0.011153380302835669,-0.012421139445778941,-0.012802339570355002,-0.01120755474421919,-0.009200703832529052,-0.00711026924208888,-0.005769784536375925,-0.004942082608238439,-0.00454085088558762,-0.004242099350711723,-0.004073382393184745,-0.003597146694514131,-0.003674820744892937,-0.0036256349740536866,-0.003981926843277688,-0.004527808217249438,-0.0045946588038279,-0.004427747927675395,-0.004350575607903288,-0.004368878260761347,-0.004437232811727277,-0.004526291246148987,-0.005098406797926947,-0.005644481821671821,-0.005925522281176362,-0.005897982154682617,-0.005724537372662721,-0.004693517199656373,-0.004108426144849519,-0.0035279763634301553,-0.0032117505079229803,-0.0028330315050708343,-0.0024659166944072607,-0.0022035320314541893,-0.0020539047117904296,-0.0019457339967031968,-0.0018228123378892047,-0.0014553432987290762,-0.001206929871946811,-0.0010063971625914776,-0.0008162858750122647,-0.0006276328861812548,-0.0002890133337106803
2944.0,174.0,646.0,6.1999999582767495,78.14999821662903,4.358629811143384,5.347155171255399,10.000000141859056,2.0,0.004933193230292417,-0.06672138076257302,-0.06888687141809763,-0.07284833612232224,-0.07276019421453121,-0.07551639511937419,-0.07850888486205226,-0.08196162696930812,-0.0872221992715922,-0.08651468840006392,-0.08738656648982027,-0.09536888277260742,-0.10504777642017765,-0.11351974104869997,-0.11567883394310316,-0.12269110033338701,-0.12095939459078987,-0.15556677366564903,-0.17815964466639747,-0.19618274738607053,-0.2003271239838074,-0.19525455166841665,-0.20009954087942494,-0.2434648509097403,-0.2515344924047577,-0.27336401767871593,-0.24472870736372085,-0.21910418847096969,-0.18279803292217453,-0.16188507670046734,-0.15868553876117755,-0.17179601018496576,-0.19030366934570617,-0.182790513197858,-0.18598953276729224,-0.1957056766392392,-0.18458542392200206,-0.1756045104139746,-0.12685843558316912,-0.13155472503944055,-0.1480904854240983,-0.12676638574199736,-0.11608836686171614,-0.1217992239437298,-0.11968352432001765,-0.12022533871762908,-0.12215482174057112,-0.09366790581915718,-0.08448402599979357,-0.08643729813181651,-0.09294417727426442,-0.1031710273347117,-0.10985552795276,-0.11014357286613023,-0.10572077693749198,-0.09887660756578523,-0.08325896131083556,-0.07061504202603158,-0.06153468426761339,-0.058602566149971815,-0.06130167852399142,-0.05934179554375725,-0.05252164667677259,-0.041370297013937476,-0.04005397623298128,-0.044716913000171006,-0.04520588375012417,-0.036733368003109404,-0.033602887438044196,-0.03900189748182377,-0.04095568327690745,-0.03355019712918492,-0.035151040223422296,-0.03107685071062976,-0.02883430038133289,-0.023799683162152436,-0.023816327661901556,-0.02536195335149567,-0.020814475425477354,-0.022077203834948433,-0.02086001515007779,-0.01652725257766525,-0.014228764262105243,-0.01470550513413299,-0.013085958380485842,-0.011148210781931844,-0.010602551478228913,-0.009608180713301292,-0.009018720265473512,-0.010179670295337211,-0.01262650216507136,-0.013852828164433837,-0.013561556722910987,-0.011858688773017129,-0.009784224545145473,-0.008151264448360514,-0.007170006200838383,-0.007159570623123533,-0.007261700597926914,-0.006381630862753917,-0.005259849877832282,-0.004114589810532568,-0.0033233284045691607,-0.0025438952881309536,-0.0020166793573342242,-0.001632135803245179,-0.0012143539524639539,-0.0010314265153223727,-0.0009224283769369925,-0.0008292285491029518,-0.0007393917679756981,-0.00036093456138905426
2958.0,174.0,663.0,6.1999999582767495,94.30999727249146,4.546586960263447,5.419516736708792,10.000000141859056,2.0,0.002461266017365696,-0.061794590035394135,-0.06184740432696664,-0.06293101324639894,-0.06282666618632467,-0.06412934129608208,-0.06382530346420125,-0.06301766928210241,-0.06489771337309182,-0.06518716346221608,-0.06511680395987242,-0.06343731246396077,-0.06436951353095963,-0.06479691246460136,-0.06519958343537292,-0.06712518775815149,-0.06661371345907871,-0.0681584861394944,-0.06780459265928084,-0.07706457536840339,-0.0831832968055203,-0.08784172218463955,-0.08434449083404394,-0.08221011397960394,-0.09015785243682274,-0.09510059207861976,-0.08631999383562015,-0.09052565537925163,-0.1150320840169339,-0.12277402662049534,-0.11905888759361934,-0.12088068642711072,-0.1347306191396614,-0.11637055802744026,-0.10647906674103524,-0.10947384997873386,-0.1312555543731287,-0.1349683907558845,-0.14403307480500085,-0.14499428399836853,-0.13273699932251914,-0.13216181826541235,-0.1277505073358898,-0.15874070025965106,-0.1612126016492682,-0.1598481988742265,-0.17058352216109465,-0.176194349327631,-0.16437346592531213,-0.14472679509434372,-0.11678896991969372,-0.10632533571642047,-0.10757174120510551,-0.10488466587160158,-0.10147267134982428,-0.10090095826639378,-0.10068123584933535,-0.09972667954149829,-0.09388727967834698,-0.09954889934701902,-0.10114317697730686,-0.09954395958111903,-0.09373446494296107,-0.08028211461041625,-0.0686880983972394,-0.06757344344332258,-0.06587668381889783,-0.06989740456600792,-0.06727928395576484,-0.05891959936433834,-0.060660076978180884,-0.06093564930422714,-0.05973053830816453,-0.06355720224005156,-0.06338669148710892,-0.0611387620298372,-0.05032231673988774,-0.045840576666435144,-0.041970942689929715,-0.03881544981270503,-0.035789811680588174,-0.03328574379415536,-0.0307809486525537,-0.02580131597086303,-0.023172960560550338,-0.025375732913442806,-0.030381107125016054,-0.029884154109304006,-0.027477357733827566,-0.022544000477626818,-0.01863036057067133,-0.01686050178098206,-0.015368410318369394,-0.013320943911112925,-0.012879226885357505,-0.01188710483118227,-0.009213863164288027,-0.007285267270809764,-0.005485789197739121,-0.003906812281064251,-0.003229032432605063,-0.002670076298066403,-0.002211732444908387,-0.001797691030188438,-0.0014295856310748626,-0.0013013393880914872,-0.000998899466533167,-0.0008263835413215346,-0.0007202582419837167,-0.0006310300319657348,-0.0005545585816482669,-0.0002336751329419949
2978.0,174.0,683.0,6.1999999582767495,73.78000238418579,4.3010878321558925,5.266258937122961,10.000000141859056,2.0,0.007998573879740269,-0.022535151144020438,-0.019583358733431637,-0.017667380092843285,-0.021098715290990815,-0.022311837098784527,-0.021220685903876654,-0.01705883361811029,-0.018099177860740973,-0.019199080367163432,-0.019363880610930938,-0.019219595622833117,-0.01800281093782303,-0.017154420228539673,-0.01693857310925192,-0.017152602006928454,-0.016653617388189976,-0.014714381105152358,-0.018452195962653784,-0.017409131374331997,-0.01758646354353529,-0.019583406048926406,-0.021263956817568177,-0.020326671935261484,-0.019274668876498167,-0.01968169241868964,-0.022358529817920553,-0.025298512474615245,-0.030458746369585434,-0.03319498989053459,-0.03944907688420893,-0.038907376845618534,-0.04234948895025032,-0.041783452682449075,-0.053980468649407844,-0.04912583380146553,-0.04247264430476695,-0.04384080083099705,-0.04332760303251395,-0.061527836478359396,-0.07845470859577579,-0.0836074094577365,-0.07970914648118688,-0.0747604324326225,-0.07777245573825863,-0.08319268067485196,-0.08871401559474212,-0.07948680724009717,-0.07226098209419861,-0.07112108720868104,-0.06806813258533069,-0.06405796215824944,-0.05660192871871605,-0.05443815163054566,-0.05522944639534709,-0.05298555494661099,-0.04699955890758556,-0.04479936479122937,-0.049840840513411144,-0.06592154668881059,-0.06149742665535158,-0.061312233891302186,-0.05212188488099218,-0.03498510383842308,-0.027990113714151547,-0.026107424654438938,-0.026281999837072485,-0.032527234353504166,-0.036018468509710196,-0.030075232678368605,-0.02674993776182362,-0.023439388495283812,-0.02752459995836034,-0.03235439721628857,-0.03496092995415594,-0.03360770155224846,-0.028817812221755015,-0.028569014994698903,-0.027650802985298296,-0.02433404089946055,-0.019202219377784498,-0.01705916501581452,-0.015667612930238897,-0.014269158510486945,-0.011423453091232487,-0.010573335211304043,-0.009332063020175934,-0.008330264941334724,-0.007263942195856327,-0.005745110856160815,-0.004561024030939166,-0.0036846883263233435,-0.0031919026438241567,-0.0028566563570331617,-0.0025568562698592735,-0.0022596748975348166,-0.0018134395580948642,-0.0013973068188708482,-0.0012188873377766563,-0.0010217304423242885,-0.0008539694044446853,-0.000765676118316284,-0.0007079845102047331,-0.0006499940563030381,-0.0005912844325090954,-0.0005234977664518108,-0.00041380603850409256,-0.0003025773439935289,-0.0002170079644510241,-0.00017549462146539325,-0.00013664036628762582,-3.112260832589719e-05
