SID,EID,Mag,Rjb,logRjb,logVS_30,H,FM,FreI_  7,FreI_  8,FreI_  9,FreI_ 10,FreI_ 11,FreI_ 12,FreI_ 13,FreI_ 14,FreI_ 15,FreI_ 16,FreI_ 17,FreI_ 18,FreI_ 19,FreI_ 20,FreI_ 21,FreI_ 22,FreI_ 23,FreI_ 24,FreI_ 25,FreI_ 26,FreI_ 27,FreI_ 28,FreI_ 29,FreI_ 30,FreI_ 31,FreI_ 32,FreI_ 33,FreI_ 34,FreI_ 35,FreI_ 36,FreI_ 37,FreI_ 38,FreI_ 39,FreI_ 40,FreI_ 41,FreI_ 42,FreI_ 43,FreI_ 44,FreI_ 45,FreI_ 46,FreI_ 47,FreI_ 48,FreI_ 49,FreI_ 50,FreI_ 51,FreI_ 52,FreI_ 53,FreI_ 54,FreI_ 55,FreI_ 56,FreI_ 57,FreI_ 58,FreI_ 59,FreI_ 60,FreI_ 61,FreI_ 62,FreI_ 63,FreI_ 64,FreI_ 65,FreI_ 66,FreI_ 67,FreI_ 68,FreI_ 69,FreI_ 70,FreI_ 71,FreI_ 72,FreI_ 73,FreI_ 74,FreI_ 75,FreI_ 76,FreI_ 77,FreI_ 78,FreI_ 79,FreI_ 80,FreI_ 81,FreI_ 82,FreI_ 83,FreI_ 84,FreI_ 85,FreI_ 86,FreI_ 87,FreI_ 88,FreI_ 89,FreI_ 90,FreI_ 91,FreI_ 92,FreI_ 93,FreI_ 94,FreI_ 95,FreI_ 96,FreI_ 97,FreI_ 98,FreI_ 99,FreI_100,FreI_101,FreI_102,FreI_103,FreI_104,FreI_105,FreI_106,FreI_107,FreI_108,FreI_109,FreI_110,FreI_111,FreI_112,FreI_113,FreI_114,FreI_115,FreI_116,FreI_117,FreI_118,FreI_119,FreI_120,FreI_121,FreI_122,FreI_123,FreI_124,FreI_125,FreI_126,FreI_127,FreI_128
113.0,111.0,5.989999976158143,17.64999919466674,2.8707357180199975,6.029939769361834,14.600000076293947,3.0,-10.473886,-9.380299,-8.805698,-8.627345,-8.853605,-8.865554,-6.867888,-6.6828637,-7.081245,-6.4600697,-6.596847,-6.7968063,-7.0008516,-6.9914665,-6.861248,-7.1673927,-6.7212863,-6.8425574,-7.0741043,-7.013378,-6.9932027,-6.345636,-5.838111,-6.2013707,-6.5058417,-5.8397384,-5.7998266,-5.9517493,-6.229052,-6.160834,-6.8964443,-6.723977,-6.8894606,-7.0330653,-7.093528,-7.201551,-6.649537,-6.823442,-6.9022603,-7.3468,-7.2056365,-6.787244,-7.0505624,-6.5536942,-6.36372,-6.432671,-5.9647217,-6.313001,-6.2203836,-6.4039073,-6.6429353,-6.185601,-6.7183037,-6.916915,-6.4787846,-7.0934176,-7.449179,-7.003677,-7.391068,-7.126147,-6.8431845,-7.3361917,-7.4764285,-6.8439693,-7.4706874,-6.815829,-6.84448,-6.81976,-7.0411034,-7.584751,-6.8750134,-6.955841,-6.787808,-6.9502254,-7.1408668,-7.6418953,-7.468334,-7.96382,-7.1018934,-7.294092,-7.1957335,-7.334167,-7.7039723,-7.1994786,-7.5114045,-6.9350843,-7.342502,-7.5155077,-7.3460317,-7.005477,-6.7292924,-6.980773,-6.650886,-6.643433,-6.1070423,-7.1095004,-7.579763,-7.0468493,-8.088149,-7.115874,-7.0740876,-7.654237,-7.5902166,-8.107498,-6.7660933,-7.321003,-7.420401,-8.172287,-7.615375,-7.747587,-7.264762,-7.988977,-7.470707,-8.010012,-7.0785604,-7.3240013,-8.407518,-8.060717,-7.7510605,-8.13364,-8.162131,-8.090312
174.0,780.0,6.1999999582767495,54.97999956235289,4.0069694649956515,6.23695643990031,10.000000141859056,2.0,-8.620952,-11.248725,-11.002457,-10.637063,-10.021309,-10.260699,-10.18488,-10.09691,-9.686062,-9.838392,-9.503591,-9.677777,-9.51877,-9.588669,-8.922416,-9.100169,-8.890844,-8.858348,-7.9538608,-7.879713,-8.24635,-8.173011,-8.65286,-8.543546,-7.8414893,-7.9204545,-7.7678223,-7.8257184,-7.624558,-7.4522424,-7.5654044,-7.297154,-7.9698973,-8.256514,-8.153561,-7.934052,-7.953456,-7.61408,-7.313978,-7.3036656,-7.6585703,-7.653266,-7.7624164,-7.743449,-7.919659,-7.811109,-8.170849,-7.980401,-8.228496,-8.438455,-8.826299,-8.671929,-8.639211,-8.482014,-8.733681,-8.468498,-8.609073,-8.8731,-8.637391,-8.732361,-8.718755,-8.975378,-8.849489,-9.112895,-8.702202,-8.906613,-9.044996,-8.615032,-8.827417,-8.562314,-8.617952,-8.68,-8.471937,-8.694655,-8.626735,-8.757372,-8.858131,-9.280531,-8.674404,-8.586105,-9.071544,-8.993496,-8.712922,-8.86856,-8.974385,-8.784651,-9.112929,-9.054428,-9.456414,-9.532027,-9.272303,-9.653732,-9.158082,-9.248627,-9.397678,-9.361683,-9.762194,-9.707689,-9.533321,-9.458361,-9.798486,-9.900596,-9.775316,-10.234729,-10.159501,-10.107988,-10.573599,-10.260702,-10.110154,-10.39122,-10.411172,-10.328905,-10.368007,-10.385261,-10.49998,-10.042935,-10.269436,-10.515837,-10.246568,-10.65267,-10.457138,-10.626206
138.0,146.0,7.140000027418138,9.139999616108833,2.2126602328545086,5.823045899134569,13.999999337196352,0.0,-8.294215,-7.5189734,-7.1766086,-8.151353,-7.275364,-7.2360096,-6.7648606,-6.5180798,-6.5651965,-6.6612606,-6.6614556,-6.9990335,-6.63872,-5.861499,-5.964088,-6.4235225,-6.5204964,-6.222258,-5.954976,-6.170599,-6.0330677,-6.502565,-6.6073914,-6.687032,-6.826241,-6.401175,-6.357212,-5.8280478,-6.3831935,-5.950504,-5.6120667,-6.0873466,-6.4857206,-5.996855,-6.1523924,-6.1489525,-5.6453342,-5.888442,-6.5225196,-6.543801,-6.543486,-6.7713866,-6.733917,-6.59012,-6.734686,-6.7795677,-6.7653728,-6.9906263,-6.7982316,-6.934721,-6.8842816,-7.254157,-7.281386,-7.1048994,-7.1487994,-7.569111,-7.1625805,-7.4304953,-7.4578505,-7.260349,-7.356747,-7.4820495,-7.523489,-7.472321,-7.5403385,-7.5599174,-7.6437864,-7.0937924,-7.5905004,-7.7350388,-7.5187287,-7.9292674,-7.638523,-8.108506,-7.777762,-7.984213,-7.561391,-7.8576026,-8.206278,-7.912263,-8.294214,-8.166442,-7.69139,-7.969029,-8.308809,-8.401661,-8.152925,-8.250606,-7.829517,-8.211387,-8.255101,-8.178296,-8.320112,-8.217225,-8.304522,-8.323845,-8.163191,-8.496093,-8.420632,-8.303144,-8.327285,-8.577089,-8.698106,-8.422186,-8.739911,-8.421932,-8.760316,-8.346263,-8.389557,-8.56002,-8.199319,-8.6650305,-8.437216,-8.871209,-8.395109,-9.326051,-8.404219,-8.439474,-8.510481,-9.269509,-8.562497,-8.617221
1097.0,100064.0,3.669999998882413,42.5599988220632,3.7509146538327713,6.167516580855169,8.082000072002412,0.0,-17.085903,-17.910755,-18.221088,-18.878166,-18.08339,-18.124434,-18.07236,-18.655436,-18.298986,-17.97191,-18.041805,-16.654842,-16.36612,-16.143778,-15.776382,-16.777636,-16.490921,-16.013899,-16.243307,-16.8347,-16.415667,-15.953264,-15.763552,-16.036327,-15.608428,-15.523659,-15.912635,-15.210572,-15.701279,-15.726413,-15.343178,-15.333166,-15.35206,-15.103804,-15.291643,-15.177336,-15.286382,-15.266739,-15.13948,-15.091462,-15.144682,-15.002464,-15.532374,-15.421573,-15.330129,-15.643677,-15.585086,-15.716623,-15.686121,-15.940548,-15.2442465,-15.937185,-16.2809,-16.008867,-16.335863,-16.12231,-16.061327,-16.108265,-16.148252,-16.278837,-16.39392,-16.42451,-16.43616,-16.691248,-16.498562,-16.62638,-16.238274,-17.000576,-16.249743,-17.081879,-17.04113,-17.052877,-16.65402,-16.67415,-16.898798,-16.961912,-17.660324,-17.231192,-17.142143,-17.001377,-16.87603,-17.020283,-17.104685,-17.414932,-17.929825,-17.250847,-17.670172,-17.139362,-16.775864,-17.316854,-17.29318,-17.286066,-17.536985,-17.196337,-17.214632,-17.179615,-17.649818,-17.7657,-18.086502,-17.675528,-17.467644,-18.026093,-17.061749,-17.74458,-17.782637,-17.167755,-18.020466,-17.998325,-17.377829,-17.29836,-17.319548,-18.046267,-17.400614,-17.697153,-18.261456,-17.610235,-18.139097,-18.18,-18.114359,-18.074816,-17.957905,-17.4171
1023.0,100413.0,4.499999981820584,0.9699999997741542,-0.030459252623920952,6.499140279826355,6.985000211000443,0.0,-7.712327,-8.874723,-8.820361,-8.874215,-8.107112,-8.844106,-8.556461,-6.690416,-5.9807796,-5.5057645,-6.6728935,-6.8218346,-6.9536166,-6.651357,-6.6687255,-6.121262,-6.133931,-6.25908,-6.870564,-6.7934446,-6.9305115,-7.1567507,-6.8849854,-7.1041718,-7.1712785,-7.3117394,-7.4322357,-7.4333363,-7.4851794,-7.282333,-7.4618607,-7.2873383,-7.178993,-8.110219,-8.605922,-8.571812,-8.2693405,-8.924916,-9.231023,-9.144359,-9.1756525,-9.032134,-8.486631,-9.57211,-8.632191,-8.678324,-8.331442,-8.2562,-8.3176,-8.8374,-8.754064,-8.275899,-8.598885,-9.323295,-8.147916,-8.571965,-9.138777,-8.434028,-9.173805,-8.731409,-8.773318,-8.746277,-9.194109,-8.168635,-8.955456,-8.946052,-8.535578,-8.704256,-8.83662,-8.432317,-8.302365,-9.244799,-9.081803,-9.187298,-8.736044,-8.541698,-9.594956,-10.39733,-9.709445,-9.763753,-10.128776,-9.657119,-9.559351,-10.787086,-9.748042,-10.868834,-9.987895,-9.244389,-10.472449,-9.66202,-9.73605,-10.746164,-9.683751,-10.756434,-10.996851,-10.300451,-10.44842,-11.031596,-10.017532,-11.20233,-10.435962,-10.204831,-11.178941,-10.380448,-10.777083,-10.258216,-10.11899,-9.43806,-10.412711,-10.368134,-10.729866,-10.572134,-10.104076,-10.372528,-10.429868,-10.544355,-10.323218,-10.661572,-10.376067,-11.576017,-10.127082,-10.502659
180.0,2802.0,6.62999988436699,143.369993686676,4.965428513164376,5.73940703061858,10.60000019311905,2.0,-11.371297,-9.731013,-9.375682,-10.047508,-9.013454,-8.117887,-8.108406,-7.5865364,-7.3323746,-7.229959,-7.165933,-7.153937,-7.305493,-7.2366333,-7.580991,-7.6010056,-8.278461,-8.314167,-8.539611,-7.7180834,-8.009532,-8.659858,-8.684721,-8.587203,-8.741251,-8.801108,-8.7647705,-8.748339,-8.70863,-8.762846,-8.81599,-8.665911,-8.643763,-8.785684,-8.525038,-9.045931,-9.148557,-9.213746,-9.403987,-9.094723,-9.145319,-9.159011,-9.195903,-9.584493,-9.707497,-9.735997,-9.900633,-9.826164,-9.517209,-10.269557,-10.3671465,-10.229662,-10.127038,-10.187051,-10.132985,-10.589723,-10.7749195,-10.677768,-10.832656,-10.666957,-10.915062,-10.903713,-10.614203,-10.724496,-10.935851,-10.706122,-10.822672,-11.141854,-11.052131,-11.442367,-11.291585,-11.380074,-10.932303,-11.271755,-10.810914,-11.059791,-11.119921,-10.962091,-11.5319195,-11.229339,-11.420123,-11.334946,-11.613651,-11.849791,-11.941686,-11.505459,-11.762215,-12.008015,-11.602147,-11.923737,-12.009611,-12.15741,-11.812832,-12.690289,-12.506965,-12.380108,-12.427871,-12.426982,-12.742995,-12.758097,-12.78776,-12.875889,-12.773997,-12.830233,-13.117372,-13.208755,-12.837099,-12.9827,-13.220863,-13.341905,-13.163551,-13.455486,-13.4992,-13.058924,-13.380702,-13.238848,-13.449862,-13.504209,-13.781097,-14.216204,-14.279997,-13.92726
1001.0,100536.0,5.449999947547913,66.09999651044606,4.191168876297687,5.70168023431868,7.4859997963905345,0.0,-13.888052,-15.121559,-14.671055,-14.238755,-13.432742,-12.969386,-13.765737,-15.0332,-14.748981,-14.690527,-14.109232,-13.595669,-13.629742,-14.198081,-14.254103,-12.716864,-12.890946,-12.847972,-11.837076,-11.887538,-11.898033,-11.438695,-11.77574,-11.79569,-12.024646,-11.985535,-11.433351,-12.186112,-11.614803,-11.390734,-11.51438,-11.701832,-11.524135,-11.123346,-11.241209,-10.802824,-10.998814,-10.721689,-10.822896,-10.928033,-10.754174,-10.971855,-10.997484,-10.76335,-10.966928,-10.872841,-10.981977,-11.2864485,-11.340016,-11.232505,-11.584652,-11.822566,-11.517222,-11.631236,-11.798277,-11.919619,-11.863895,-11.9606495,-11.922577,-11.864764,-12.01055,-12.468863,-12.618708,-12.298515,-12.763271,-12.59386,-12.504922,-12.976264,-13.20025,-12.972308,-13.036353,-12.939526,-13.12792,-13.403785,-13.08063,-13.776819,-13.225745,-13.124862,-13.244161,-13.516867,-13.325062,-13.277437,-13.441238,-13.338325,-13.635071,-13.593897,-13.528405,-13.7191515,-13.687665,-13.421779,-13.6174345,-13.772584,-13.959585,-13.670634,-14.053287,-13.836016,-13.861591,-13.487693,-14.166687,-13.897497,-13.741067,-14.128778,-14.059532,-13.897845,-13.881015,-13.903162,-13.93011,-13.871798,-13.92841,-14.34471,-14.327166,-14.057387,-13.928452,-14.478408,-14.326901,-14.544637,-14.536423,-14.464431,-14.658092,-14.3838215,-14.249754,-14.663536
1099.0,100428.0,3.6999999986588956,66.18999651581048,4.192529830017055,6.633318392744751,0.02,2.0,-22.408947,-22.694733,-23.719664,-21.90753,-22.40908,-22.246252,-22.309187,-21.858824,-21.493185,-20.953213,-21.258757,-21.35725,-21.171288,-21.28603,-21.140398,-21.122122,-20.73536,-20.874294,-21.04996,-21.081009,-20.609901,-20.87325,-20.90606,-20.748674,-20.464188,-20.56387,-20.565283,-20.634079,-20.489569,-20.476673,-20.20116,-20.402409,-20.44805,-20.486015,-20.447678,-20.234394,-20.135403,-20.130453,-21.148746,-20.579405,-21.010529,-21.057125,-20.50939,-20.626354,-20.631355,-20.622704,-20.693302,-20.470392,-20.246302,-20.428122,-20.265726,-20.410187,-20.392946,-20.170813,-19.753881,-19.698004,-19.818233,-19.670683,-19.424421,-19.471846,-20.021622,-19.814695,-19.763136,-19.623585,-19.613977,-19.849926,-19.6893,-19.870419,-20.236794,-19.950756,-19.82191,-19.866642,-19.544489,-19.950497,-20.209969,-19.963554,-20.176397,-19.890915,-19.866785,-20.358126,-19.779604,-20.198692,-20.186964,-20.097334,-20.33436,-20.808634,-20.151098,-19.968473,-20.883682,-20.46341,-20.577333,-20.862164,-20.344389,-20.536383,-20.615652,-20.689854,-20.550978,-21.225662,-20.593369,-21.192886,-20.54084,-21.415398,-20.98277,-20.990105,-20.43153,-21.782782,-21.601942,-21.199446,-20.596804,-21.365335,-21.218508,-21.304436,-20.987913,-21.263947,-21.668358,-21.596912,-20.820894,-21.432343,-21.417295,-21.546412,-21.724077,-21.482996
1107.0,100121.0,3.780000003501773,56.489999652355905,4.034063602496355,6.633318392744751,5.857000197172165,0.0,-19.801197,-20.767935,-20.381119,-21.397993,-20.378523,-20.196869,-20.454983,-20.307865,-19.899858,-20.106228,-19.526558,-19.701397,-19.086313,-19.10934,-18.989569,-18.882805,-18.990204,-19.16312,-18.854631,-18.368011,-18.44246,-18.565063,-18.687057,-19.05697,-18.935312,-18.794699,-18.81513,-19.001448,-18.330564,-18.220732,-18.27554,-18.092312,-17.904251,-17.815851,-17.959114,-17.857752,-17.755178,-17.467634,-17.861345,-17.890985,-17.657488,-17.704782,-17.842016,-17.704514,-17.835064,-17.609962,-17.583914,-17.453285,-17.532524,-17.185427,-17.298397,-17.718328,-17.48027,-17.555649,-17.59537,-17.729954,-17.735792,-17.627956,-17.76517,-17.810583,-17.632326,-17.842352,-17.68825,-17.693552,-17.617495,-17.889364,-17.942366,-17.526278,-17.549032,-17.611391,-17.558352,-17.578115,-17.433058,-17.852396,-17.70043,-17.628328,-18.071535,-17.479568,-17.439781,-17.631254,-17.551325,-17.691189,-17.587637,-17.702707,-17.732075,-17.665144,-17.890158,-17.659632,-17.811722,-18.054976,-18.191645,-18.088558,-18.198765,-18.150436,-18.146479,-18.454945,-18.216566,-18.014257,-18.450304,-18.478935,-18.18834,-18.550314,-18.471981,-18.266834,-18.806526,-18.410301,-18.280514,-18.560442,-18.757805,-19.229769,-18.640898,-19.073849,-19.26936,-19.41012,-18.917542,-19.504835,-19.101088,-19.232283,-19.296303,-19.144726,-19.576946,-19.413382
158.0,1264.0,7.130000065565111,214.23999791085717,5.367096788849321,5.922382411417448,14.79999986410141,0.0,-14.629936,-13.443138,-13.785513,-11.92972,-12.144417,-12.085537,-11.9587555,-12.391777,-12.5666275,-12.20756,-12.445332,-12.845397,-13.16068,-13.041019,-13.44378,-12.994593,-13.554831,-13.773282,-13.432256,-13.739465,-13.996855,-14.160413,-14.464033,-14.497192,-14.531323,-14.768159,-14.736003,-14.868247,-14.929664,-14.657405,-14.877083,-14.660143,-14.701045,-14.737945,-14.879563,-14.880503,-15.185121,-15.40682,-15.437486,-15.616648,-15.468948,-15.658355,-15.863892,-15.678084,-15.432974,-15.771923,-15.816598,-16.087809,-16.089018,-16.1457,-16.328226,-16.286469,-16.320944,-16.51285,-16.859005,-16.313612,-16.833288,-17.057322,-16.95488,-17.054329,-17.298763,-17.449541,-17.487429,-17.391787,-17.462547,-17.56945,-17.809616,-17.722866,-17.94177,-17.95968,-18.11455,-18.186073,-18.28107,-18.372524,-18.246344,-18.551563,-18.954922,-18.85883,-19.080029,-19.008392,-18.89096,-19.608723,-19.1511,-19.427801,-19.340412,-19.55522,-19.729378,-19.983229,-19.603321,-20.104933,-20.068775,-20.047754,-20.221764,-20.077896,-20.733946,-20.432182,-20.549044,-20.7022,-20.906786,-20.419382,-20.91264,-20.964138,-21.424255,-21.382023,-21.102947,-21.04256,-21.594624,-21.832212,-21.411476,-21.313055,-21.56014,-22.068176,-21.876232,-21.990173,-21.609175,-21.712141,-21.682938,-21.648275,-22.027788,-21.704435,-21.545355,-21.7948
280.0,3044.0,7.200000059604646,164.3799949389696,5.10218099590183,6.936342699083827,5.45000015437603,0.0,-13.015192,-9.649543,-10.090831,-10.456125,-10.398609,-9.744443,-9.66526,-9.934373,-9.973907,-10.01749,-10.040803,-10.169897,-10.121102,-10.209895,-10.440069,-10.668652,-10.84397,-10.870574,-11.042726,-11.012887,-10.865791,-11.287014,-11.177991,-11.263079,-11.317982,-11.240106,-11.561844,-11.629746,-11.632657,-11.667101,-11.708951,-11.566705,-11.650233,-11.671713,-11.836124,-11.900428,-11.987922,-11.985695,-11.918686,-12.225839,-12.058743,-12.018891,-12.065359,-12.030947,-12.094116,-12.243719,-12.165731,-11.852303,-11.899692,-11.871645,-11.877234,-11.96088,-11.988322,-11.842204,-12.060138,-11.990279,-12.099719,-11.946113,-12.005095,-12.118497,-12.111612,-12.072314,-11.8303995,-11.955618,-11.925691,-12.005509,-12.091378,-12.270309,-12.001619,-11.991628,-12.134885,-12.222472,-12.16555,-12.0800085,-12.302109,-12.11339,-12.137399,-12.178956,-12.091158,-12.462894,-12.529711,-12.410936,-12.169824,-12.428486,-12.408046,-12.311345,-12.494773,-12.325839,-12.538334,-12.348164,-12.507916,-12.5605135,-12.563876,-12.660219,-12.710875,-12.605834,-12.460918,-12.711457,-12.577688,-12.799395,-12.823646,-12.7492075,-12.975531,-13.094643,-12.8278055,-13.091653,-12.8018875,-13.025583,-12.817529,-13.201658,-12.961709,-12.912918,-13.101923,-13.1614685,-13.475128,-12.933338,-13.443464,-13.195147,-13.181025,-13.385048,-13.372356,-13.469341
50.0,216.0,6.530000004768373,8.539999580346047,2.144760849831741,5.340945710001647,9.960000321865083,0.0,-9.266895,-7.140444,-5.2437296,-5.1351004,-4.844814,-5.389688,-4.9631815,-5.1828856,-5.469115,-5.445784,-5.032827,-5.028914,-4.7102146,-5.3244996,-4.836133,-5.104454,-6.519269,-6.522062,-5.7130904,-5.2591643,-5.8966975,-6.380259,-6.0708528,-5.371592,-5.868144,-5.824599,-5.5883017,-5.8652506,-6.1305017,-6.2107663,-6.2060747,-5.879823,-6.0055523,-6.184271,-6.059386,-5.993606,-6.2602286,-5.859352,-5.6896415,-5.793835,-6.0502534,-6.354237,-6.3441067,-6.1268787,-6.155991,-7.090869,-5.9290657,-6.2625737,-6.2155232,-6.516646,-6.4582767,-5.938337,-6.215458,-6.2304916,-7.1600466,-7.315684,-7.0702534,-7.3058615,-7.2348146,-7.263178,-7.2390924,-7.1117625,-7.502509,-7.0855923,-7.497062,-7.3456173,-7.2918878,-7.557439,-7.644763,-7.3765616,-7.475984,-7.502418,-7.3226786,-7.1741457,-7.838591,-7.3988886,-6.8914156,-7.1841054,-7.3179708,-7.231966,-7.547346,-8.345366,-8.142738,-7.886945,-8.430614,-7.921938,-8.4456415,-7.9689336,-8.42368,-8.622635,-8.374187,-8.700066,-8.072775,-8.071099,-9.322747,-7.7298126,-8.816111,-8.656317,-7.964781,-8.537659,-8.462881,-8.2151985,-9.470519,-8.363093,-8.653931,-8.552084,-9.650647,-9.029909,-8.551369,-8.904347,-8.90218,-9.134288,-8.646989,-8.220244,-9.315801,-9.045846,-9.449005,-9.257716,-9.040807,-8.950303,-9.274377,-9.070124
1093.0,100438.0,4.1099999684095385,124.34999998241662,4.82310060264597,6.828712037352136,9.04500022649765,0.0,-21.217878,-21.455095,-20.90194,-21.058498,-20.361944,-20.076859,-21.402298,-21.419916,-20.84849,-20.859068,-20.725481,-20.958195,-20.678265,-21.099897,-20.905275,-21.049997,-20.140854,-20.320814,-20.060442,-20.19038,-20.37136,-20.32399,-20.227966,-20.102444,-20.090973,-19.770548,-19.762627,-19.654732,-19.660067,-19.611998,-19.34229,-18.732117,-19.184769,-19.473845,-19.615917,-19.480772,-19.216805,-19.506304,-19.33945,-19.07033,-19.138142,-19.63326,-19.308485,-19.216785,-19.377993,-19.043583,-19.276997,-19.159122,-19.231007,-18.93252,-18.883232,-18.952986,-19.01546,-18.484467,-18.833261,-18.694723,-18.487703,-18.338917,-17.725164,-17.999079,-17.732216,-17.794495,-17.788946,-17.62917,-17.998777,-17.626516,-17.536345,-17.73188,-17.884794,-17.805876,-18.86664,-17.527864,-18.525545,-17.947428,-18.08999,-17.772713,-17.93812,-18.740665,-18.663792,-18.214787,-18.340286,-17.898563,-17.816856,-18.124105,-18.755857,-18.359642,-18.354864,-18.15132,-18.177319,-18.74577,-18.534277,-18.14246,-18.370422,-18.683092,-18.789978,-18.535439,-18.450735,-18.405619,-18.366404,-18.436167,-18.558025,-18.882763,-18.339874,-18.514172,-18.860008,-18.882618,-18.752771,-19.066557,-18.629328,-19.04585,-19.028742,-18.626013,-18.633108,-18.577911,-18.94142,-18.826397,-18.590397,-18.571798,-19.167536,-18.883772,-18.579079,-18.992796
1012.0,100340.0,4.6899999749660495,63.92999638110398,4.157788792080551,5.861412762650447,9.251000021696091,3.0,-17.272993,-17.643322,-16.692547,-16.082216,-15.837946,-15.312845,-14.825208,-14.7676115,-14.770463,-15.055059,-15.157595,-15.235454,-15.239474,-15.299517,-15.417699,-15.393781,-15.235235,-15.268479,-15.246549,-15.078627,-15.266057,-15.225902,-15.456745,-15.507276,-15.482348,-15.033195,-15.056639,-15.499846,-15.637486,-15.262268,-15.167378,-15.484392,-15.9627075,-16.288546,-16.212938,-16.558271,-16.250929,-16.046473,-16.100725,-15.949367,-16.085882,-15.990728,-16.130821,-16.412357,-16.484993,-16.39005,-16.109335,-16.658422,-16.667273,-16.619406,-16.749058,-16.719837,-16.671875,-16.86464,-16.62849,-16.749376,-16.508867,-16.583803,-16.759563,-16.706846,-16.567007,-16.955036,-16.700647,-16.815836,-16.791954,-17.036077,-16.915281,-17.182114,-16.943893,-16.894743,-17.151695,-16.512348,-17.268223,-17.387169,-17.033339,-17.607407,-17.600857,-17.139753,-17.711323,-17.319305,-17.619982,-18.057041,-18.241444,-18.013655,-17.481615,-18.320227,-17.454124,-17.96596,-17.769262,-18.237013,-17.782324,-18.473114,-18.095976,-18.45964,-18.671772,-18.887917,-18.40428,-19.220314,-18.934444,-18.750504,-18.873186,-18.607864,-19.113895,-18.67399,-19.901075,-19.15332,-19.42702,-19.217184,-19.48695,-19.465681,-19.39325,-19.246855,-19.654924,-19.908037,-19.305763,-19.889387,-20.869358,-19.22056,-19.843935,-20.784584,-19.758308,-21.238726
1190.0,100194.0,4.200000016689301,89.67999791592358,4.496247586575237,6.070737702640256,8.828999960422516,0.0,-19.040642,-19.280828,-19.993471,-19.147476,-18.838861,-18.209888,-18.046024,-17.822205,-17.933447,-17.637323,-16.95366,-17.197802,-16.90354,-17.287949,-16.473219,-16.356277,-16.485167,-16.615404,-16.92808,-16.935862,-17.12571,-17.022652,-16.665966,-17.103361,-17.304245,-17.300694,-17.707573,-17.551264,-17.825455,-17.931742,-17.979618,-18.154081,-17.217653,-17.277277,-16.944452,-16.739805,-16.579632,-16.77191,-16.667131,-16.493828,-16.672434,-16.714565,-16.931528,-16.964033,-16.710833,-17.055864,-16.998276,-16.89568,-16.999205,-16.871675,-16.918705,-17.267223,-17.173594,-17.471333,-17.638731,-17.438372,-17.557108,-16.991287,-17.206455,-17.058716,-17.4181,-17.119692,-17.371073,-17.276735,-17.214544,-17.306372,-17.100973,-17.199541,-17.229218,-16.891102,-17.305748,-17.489838,-17.78892,-17.990814,-17.935907,-18.125584,-17.720968,-17.857101,-17.886335,-17.625708,-18.24534,-17.81174,-17.660496,-17.82989,-17.945993,-17.65202,-17.899445,-18.123089,-18.143368,-18.229979,-17.910944,-18.556637,-18.019638,-18.190546,-18.616169,-18.186508,-18.371033,-18.310505,-18.456491,-18.468903,-18.50982,-18.260399,-18.391855,-18.09915,-18.322676,-18.615025,-18.515848,-18.174568,-18.246803,-18.411654,-18.83019,-18.224102,-18.132376,-18.829203,-18.671124,-18.489838,-18.811039,-19.05536,-18.34871,-18.669243,-18.989973,-19.206799
161.0,1249.0,4.529999997913838,41.769998774975534,3.732178412561693,5.786805315949808,9.099999721050263,0.0,-13.570192,-14.5230465,-14.978454,-14.739704,-15.109518,-13.723597,-13.652544,-13.354738,-12.927577,-12.801739,-13.022348,-12.286373,-11.746111,-12.018816,-11.912903,-11.352169,-11.634898,-11.380836,-11.538069,-11.76294,-11.776459,-11.58559,-11.532738,-11.548402,-11.527822,-11.479275,-11.602987,-11.73406,-11.715246,-11.782462,-11.907271,-12.064022,-12.668067,-13.0822735,-13.195269,-13.108388,-13.231669,-13.247225,-13.333124,-13.428069,-13.57617,-13.941707,-13.864,-13.679708,-13.738745,-13.519343,-13.421166,-13.584257,-13.953368,-13.384567,-13.655772,-13.830564,-13.310864,-13.518083,-13.555801,-13.126886,-13.536709,-13.608144,-13.439726,-13.461023,-13.467335,-13.431709,-13.489359,-13.23422,-13.139562,-13.518843,-13.654475,-13.493255,-13.601235,-13.58686,-13.6380005,-14.11625,-14.404187,-14.7303,-14.253575,-14.481277,-14.281301,-14.42993,-14.367362,-14.435519,-14.659214,-14.589379,-14.402467,-14.607898,-14.801684,-14.516607,-14.328914,-14.118011,-14.156822,-14.423889,-14.554154,-14.59862,-14.263859,-14.372081,-14.507647,-14.762957,-14.35637,-14.618051,-15.333514,-14.714027,-15.084524,-14.530687,-14.917644,-15.303578,-14.667961,-14.230783,-14.920795,-14.848593,-14.715588,-14.816474,-15.123367,-14.264786,-14.973393,-14.57187,-15.273007,-15.023215,-15.099138,-15.216546,-14.993241,-15.270188,-15.430794,-15.826668
