SID,EID,Mag,Rjb,logRjb,logVS_30,H,FM,FreI_  7,FreI_  8,FreI_  9,FreI_ 10,FreI_ 11,FreI_ 12,FreI_ 13,FreI_ 14,FreI_ 15,FreI_ 16,FreI_ 17,FreI_ 18,FreI_ 19,FreI_ 20,FreI_ 21,FreI_ 22,FreI_ 23,FreI_ 24,FreI_ 25,FreI_ 26,FreI_ 27,FreI_ 28,FreI_ 29,FreI_ 30,FreI_ 31,FreI_ 32,FreI_ 33,FreI_ 34,FreI_ 35,FreI_ 36,FreI_ 37,FreI_ 38,FreI_ 39,FreI_ 40,FreI_ 41,FreI_ 42,FreI_ 43,FreI_ 44,FreI_ 45,FreI_ 46,FreI_ 47,FreI_ 48,FreI_ 49,FreI_ 50,FreI_ 51,FreI_ 52,FreI_ 53,FreI_ 54,FreI_ 55,FreI_ 56,FreI_ 57,FreI_ 58,FreI_ 59,FreI_ 60,FreI_ 61,FreI_ 62,FreI_ 63,FreI_ 64,FreI_ 65,FreI_ 66,FreI_ 67,FreI_ 68,FreI_ 69,FreI_ 70,FreI_ 71,FreI_ 72,FreI_ 73,FreI_ 74,FreI_ 75,FreI_ 76,FreI_ 77,FreI_ 78,FreI_ 79,FreI_ 80,FreI_ 81,FreI_ 82,FreI_ 83,FreI_ 84,FreI_ 85,FreI_ 86,FreI_ 87,FreI_ 88,FreI_ 89,FreI_ 90,FreI_ 91,FreI_ 92,FreI_ 93,FreI_ 94,FreI_ 95,FreI_ 96,FreI_ 97,FreI_ 98,FreI_ 99,FreI_100,FreI_101,FreI_102,FreI_103,FreI_104,FreI_105,FreI_106,FreI_107,FreI_108,FreI_109,FreI_110,FreI_111,FreI_112,FreI_113,FreI_114,FreI_115,FreI_116,FreI_117,FreI_118,FreI_119,FreI_120,FreI_121,FreI_122,FreI_123,FreI_124,FreI_125,FreI_126,FreI_127,FreI_128
1076.0,3091.0,3.7899999979883434,72.49999689191579,4.283586884894633,5.710725018313487,11.017999790906908,2.0,-20.6174,-21.136406,-21.34737,-20.731901,-21.20117,-20.88499,-21.137188,-20.98638,-19.96975,-19.717457,-19.436014,-19.071196,-18.970407,-18.603928,-18.182486,-18.171564,-18.344883,-18.588242,-18.426968,-18.168356,-18.427462,-18.283253,-18.286339,-18.203962,-18.13651,-18.541595,-18.392344,-17.98811,-18.08536,-18.157286,-18.378618,-18.202148,-18.334974,-18.389711,-18.459152,-18.279718,-18.442327,-18.488237,-18.187115,-18.459639,-18.553032,-18.755655,-18.70856,-18.401741,-18.55295,-18.671246,-18.863453,-18.909742,-18.639364,-18.554827,-18.4496,-18.433136,-18.572735,-18.761066,-18.621708,-18.647375,-18.817917,-18.592257,-18.943087,-18.655317,-18.960356,-18.550858,-18.877697,-18.690577,-18.676414,-18.52982,-18.570904,-18.29278,-18.383436,-18.38945,-18.653393,-18.558992,-18.42537,-18.5286,-18.821354,-18.712856,-18.164267,-18.561428,-18.430553,-18.634962,-18.324034,-18.236162,-18.757067,-18.60461,-18.209518,-18.487015,-18.437025,-18.265919,-18.342533,-18.652672,-18.687933,-18.934196,-18.560417,-18.268724,-18.851202,-18.664091,-18.918875,-18.56801,-18.6059,-18.653843,-19.071,-18.552744,-18.568447,-19.030287,-18.826591,-19.204702,-18.953798,-19.086033,-19.202953,-19.080736,-19.324806,-19.05063,-18.919647,-18.974812,-19.431566,-19.272694,-19.279383,-18.909887,-19.659252,-19.301205,-19.382282,-19.994598
1082.0,100562.0,3.8100000032782555,55.289999580830326,4.012592101752855,6.461061832367074,10.077000122070313,0.0,-22.35331,-21.653826,-21.714338,-24.460804,-23.372171,-22.490723,-22.337835,-22.295843,-21.837618,-22.46348,-21.856436,-22.062424,-21.136456,-21.429502,-21.181086,-21.239145,-20.53617,-20.345627,-20.527231,-20.03556,-20.382309,-20.107641,-19.847036,-19.801678,-19.994823,-19.910397,-19.591524,-19.266619,-19.539295,-19.36902,-19.092253,-19.451412,-19.361092,-19.145435,-18.82311,-18.690634,-19.378868,-19.593777,-19.049349,-18.918581,-18.957655,-19.641006,-19.637218,-19.52482,-19.31599,-19.373531,-18.941639,-18.80962,-18.912472,-18.818563,-19.165133,-19.176918,-19.652512,-18.90303,-19.380583,-19.028843,-18.963537,-19.341475,-18.916811,-19.105906,-18.893768,-18.911276,-19.503967,-19.201574,-19.27973,-19.325771,-19.725441,-19.503025,-19.046057,-19.663565,-19.588757,-19.65658,-19.501198,-19.836155,-19.552742,-19.962254,-19.642235,-18.677427,-19.252213,-19.735216,-19.801012,-19.72579,-19.790384,-19.392052,-19.879183,-20.309942,-20.03725,-19.850348,-19.61413,-19.83446,-20.013037,-20.065948,-20.312159,-19.65028,-20.125483,-19.58021,-19.945602,-20.39194,-20.118744,-19.73736,-19.780888,-20.1761,-20.515045,-20.686102,-19.990238,-19.895,-19.832384,-20.58439,-20.383945,-20.118002,-20.171814,-20.486717,-20.247005,-19.646328,-20.76899,-20.268806,-20.672789,-20.346588,-20.009047,-20.273075,-20.412184,-20.303873
1032.0,100064.0,4.200000016689301,31.19999814495444,3.440417879028435,6.167516580855169,7.50700016617775,0.0,-15.154332,-15.398054,-15.643219,-15.524483,-16.064749,-16.33401,-16.434149,-15.615244,-15.06184,-14.85692,-14.925085,-14.487998,-14.697783,-14.796961,-14.380928,-14.498732,-14.05169,-13.999187,-14.114479,-14.135425,-14.009795,-13.346762,-14.126627,-13.8114395,-13.547261,-12.984574,-13.057246,-12.799342,-13.410479,-13.258879,-13.076451,-13.280247,-13.1209345,-13.233243,-13.31011,-13.038349,-13.003663,-12.886501,-13.047358,-12.851678,-13.074633,-12.9069195,-13.173425,-13.0609255,-13.266935,-13.262608,-13.354519,-13.557026,-13.047915,-12.702936,-12.810761,-12.929392,-12.687556,-12.997232,-13.082868,-13.433682,-13.490668,-13.423091,-13.32717,-13.294988,-13.283213,-13.255999,-12.9989395,-13.284336,-13.202497,-13.531659,-13.463552,-13.36495,-13.217173,-13.086741,-13.345791,-14.209788,-13.840443,-13.868003,-13.819241,-13.888942,-13.940051,-13.973042,-13.915841,-14.396507,-13.716076,-14.16004,-14.522205,-14.054774,-14.634792,-14.14393,-14.240683,-14.118231,-15.218366,-14.365854,-14.213782,-14.235819,-14.241864,-15.259529,-14.086745,-14.110207,-14.703899,-14.773032,-14.769783,-14.631523,-14.80518,-14.269082,-14.925942,-14.356167,-14.775552,-14.353477,-14.562328,-14.857982,-14.860709,-15.016907,-15.074942,-14.637818,-15.204928,-14.585262,-15.363861,-15.084456,-14.979553,-14.79822,-15.461774,-15.736393,-15.3828,-14.662164
1061.0,100278.0,4.1099999684095385,214.78999794363972,5.369660379317198,6.293419364295821,8.329999918937684,2.0,-23.065733,-23.133083,-23.482145,-24.067749,-23.488363,-22.7895,-22.76497,-22.443134,-21.927242,-22.405016,-21.72819,-20.932583,-20.81228,-21.018934,-21.003862,-21.145578,-21.11133,-21.178507,-20.98775,-20.900478,-20.670567,-20.55232,-20.326794,-20.464684,-20.270838,-20.517292,-20.439838,-20.497475,-20.449512,-20.164421,-19.93842,-20.344727,-20.270214,-20.456612,-20.73617,-20.853498,-20.630163,-20.760473,-20.933737,-20.75429,-20.870562,-20.880436,-20.885252,-20.713963,-20.922123,-20.800093,-20.849272,-20.849468,-21.141977,-21.01877,-20.887207,-20.704666,-21.117159,-21.184584,-21.20685,-21.063683,-21.479635,-21.26507,-21.381311,-21.409338,-21.299194,-21.166737,-21.475376,-21.418802,-21.235277,-21.454544,-21.23123,-20.991016,-21.30898,-21.602324,-21.883148,-21.47244,-21.738594,-21.527864,-21.889599,-21.816687,-22.014177,-21.901957,-21.823132,-21.897636,-21.941708,-22.13589,-22.434826,-22.461727,-22.309246,-22.42286,-22.966763,-22.823177,-22.648806,-22.864914,-22.915634,-23.211878,-23.205767,-23.36766,-23.23687,-23.472849,-23.462336,-23.434967,-23.625965,-24.025425,-24.12732,-24.120872,-24.350004,-24.219345,-24.168661,-24.61407,-24.194374,-24.173689,-24.2036,-24.530005,-24.350792,-24.88645,-25.280048,-25.085796,-25.6591,-25.173988,-25.56575,-24.932692,-25.623438,-25.8424,-25.695564,-25.58415
1060.0,100474.0,3.999999996423721,63.34999634653329,4.148675075372582,5.850908583999272,10.02099982380867,0.0,-18.245253,-18.572823,-18.632671,-19.063883,-18.047915,-16.813559,-17.1316,-16.821821,-16.638966,-16.28882,-16.272429,-16.236406,-15.934726,-15.998469,-15.990911,-15.648529,-15.504621,-15.787542,-15.767032,-15.234397,-14.782242,-14.650746,-15.013118,-15.435075,-15.334733,-15.337889,-14.797204,-14.218709,-14.504869,-14.307996,-14.823048,-15.123325,-14.917556,-14.372806,-14.416047,-14.795381,-14.742881,-14.728264,-15.051494,-15.747367,-15.425488,-15.589236,-15.518122,-15.471275,-15.815782,-16.006462,-15.86696,-16.27064,-16.120392,-16.203209,-15.769446,-16.063686,-16.493689,-16.301764,-17.220238,-16.293297,-16.644732,-16.305874,-16.223696,-16.063976,-17.063858,-16.461405,-16.172764,-16.590399,-16.444672,-16.639942,-17.014305,-16.476017,-16.37855,-16.279291,-16.724428,-16.278685,-16.221256,-16.072788,-16.22779,-16.494371,-16.267147,-16.369562,-16.60269,-16.458384,-15.863504,-16.631771,-16.680712,-16.55247,-16.365227,-16.900253,-16.534883,-16.9792,-16.67885,-16.32806,-17.13618,-17.056326,-17.38882,-16.645405,-17.024218,-17.325602,-17.108797,-17.186298,-17.091965,-17.234137,-16.89427,-17.282154,-17.181654,-17.66238,-17.166939,-17.334919,-17.935572,-17.617737,-17.682846,-18.234715,-17.924747,-17.462172,-17.239529,-18.045088,-18.022953,-18.377506,-17.529509,-17.633621,-17.709135,-18.522528,-17.964598,-18.219667
1018.0,100198.0,4.44999997675419,220.92999830961224,5.397845568713455,6.862757929610952,14.795000660419465,0.0,-22.558582,-22.579706,-22.66926,-22.573332,-22.010145,-21.741087,-21.39517,-20.852486,-20.651234,-20.605236,-20.261427,-20.426249,-20.199615,-20.092173,-20.198565,-20.248957,-20.281397,-20.306252,-20.180357,-20.225454,-20.085728,-19.835215,-19.458471,-19.797344,-19.54518,-19.699429,-19.590097,-19.714382,-19.643032,-19.729319,-19.808731,-19.840378,-19.88635,-19.960138,-20.046003,-20.00426,-20.177538,-20.074217,-20.257044,-20.115887,-20.202887,-19.980518,-19.88725,-20.044123,-19.795477,-19.732454,-19.76188,-19.851686,-19.634832,-19.61505,-19.69567,-19.561268,-19.693502,-19.616182,-19.685696,-19.885475,-19.729246,-20.152992,-19.94686,-19.857704,-20.032082,-20.039534,-20.08789,-20.04293,-20.109346,-20.20861,-19.980803,-20.553307,-20.223677,-20.156528,-20.169535,-20.284918,-20.436014,-20.43359,-20.338966,-20.77735,-20.420061,-20.643316,-20.627903,-20.685696,-20.690716,-20.739489,-20.656675,-20.835894,-20.820496,-20.78312,-21.21977,-20.968628,-20.995274,-21.00076,-21.21933,-21.026339,-21.274847,-21.048431,-21.14837,-21.186445,-21.302845,-21.309393,-21.562931,-21.284422,-21.557816,-21.256775,-21.62365,-21.199558,-21.166126,-21.798008,-21.27139,-21.419819,-21.393427,-21.506687,-21.338139,-21.299238,-21.720661,-21.455141,-21.898802,-21.656904,-21.560444,-21.6081,-22.006763,-21.741201,-21.616587,-21.20398
1002.0,100100.0,5.390000045895577,106.6699989286065,4.6697400974354535,5.981565668530798,14.89000066280365,3.0,-14.054832,-15.181433,-14.346474,-13.8198185,-13.694053,-13.710598,-13.764731,-13.365444,-12.846032,-13.005835,-12.497195,-12.586018,-12.433587,-12.426775,-12.128556,-12.258663,-12.49214,-12.440432,-12.633044,-12.618938,-12.434041,-12.4646225,-12.332854,-12.333477,-12.318189,-12.542128,-12.230261,-12.245899,-11.130025,-11.331488,-11.587004,-11.173302,-11.705849,-11.582649,-11.696861,-11.351241,-11.907512,-11.854806,-11.981418,-12.018089,-12.237703,-11.993777,-12.04391,-11.99279,-12.128083,-12.201117,-12.046803,-12.232934,-12.724276,-12.6207285,-12.812601,-12.242292,-12.899283,-12.595732,-12.649995,-12.546421,-12.459728,-12.300801,-12.887481,-12.743114,-12.971585,-12.462771,-12.81339,-13.072077,-13.213755,-13.014149,-13.600439,-13.001049,-13.340648,-13.486503,-13.182107,-13.567037,-13.935416,-13.876477,-13.782842,-13.791509,-13.23398,-13.996045,-13.888614,-13.694643,-13.387349,-13.8720665,-13.910912,-13.731012,-14.075202,-14.585426,-14.052041,-14.196675,-14.64449,-14.591709,-14.54681,-14.67789,-14.23908,-14.177907,-14.324048,-14.623475,-14.449576,-14.956011,-15.133489,-14.546585,-14.433471,-14.882082,-14.652101,-14.605783,-14.754059,-15.141121,-14.688304,-15.298219,-14.793427,-15.305901,-15.290081,-15.110482,-15.344322,-16.130274,-15.319626,-15.151297,-15.320767,-15.558151,-15.620577,-15.8028345,-15.456617,-16.076277
137.0,854.0,7.620000023841859,76.6999971422553,4.339901948119016,6.289140267474383,8.000000200271607,3.0,-10.064115,-7.9099107,-6.2926917,-6.3915987,-6.7710915,-6.9377046,-6.7215147,-7.0608096,-6.9764137,-6.780934,-7.1462326,-7.2268314,-7.312302,-6.729023,-6.5524406,-6.836136,-6.9443026,-7.015167,-6.8191676,-6.9863105,-7.2087903,-7.5062885,-7.6343846,-7.8331094,-8.520368,-8.523512,-8.832917,-8.704687,-8.822854,-8.6277895,-8.979072,-9.120048,-9.156336,-9.092041,-9.134733,-9.225986,-9.078421,-9.399533,-9.468211,-9.335705,-9.517497,-9.358169,-9.396784,-9.897903,-9.984797,-10.120177,-10.3349085,-10.445885,-10.643269,-10.462473,-10.194184,-10.497929,-10.696769,-10.756878,-10.798331,-10.897268,-10.836517,-10.893954,-10.948213,-11.189418,-11.095003,-11.274114,-11.3818655,-11.715887,-11.633973,-11.630107,-11.847199,-12.080654,-12.709261,-12.411906,-12.2902565,-12.361857,-12.534485,-12.319459,-12.262204,-12.721853,-12.79873,-13.279497,-12.842406,-13.32059,-13.049094,-12.988643,-13.194421,-13.268498,-13.557109,-13.55647,-13.41861,-14.020231,-13.53929,-13.8656225,-13.975657,-13.635623,-13.846433,-13.954264,-14.328225,-14.324702,-14.29183,-14.245942,-14.376247,-14.619442,-14.672028,-14.316389,-14.622883,-14.534061,-14.71034,-14.698579,-14.543786,-15.325042,-14.829128,-15.039133,-14.9675665,-15.116658,-15.087783,-15.097058,-15.231027,-15.186344,-15.2826805,-14.979255,-15.448691,-15.188211,-15.5336,-15.191188
172.0,1055.0,6.1999999582767495,103.47999873846769,4.639378526548239,6.379868336791637,7.799999724626542,2.0,-12.086484,-10.272208,-8.617687,-9.052389,-9.7803335,-10.070559,-10.90855,-10.409227,-10.548059,-10.3298025,-10.761761,-10.942241,-11.112259,-11.374727,-11.143087,-11.1998205,-11.319474,-11.246918,-11.259843,-11.182615,-11.255385,-11.379411,-11.097351,-11.149876,-11.184296,-11.171317,-11.278029,-11.245225,-11.861816,-11.94054,-11.780143,-11.739741,-11.97774,-12.036201,-11.955522,-11.980904,-12.149625,-12.221718,-12.647786,-12.430386,-12.335285,-12.228337,-12.455944,-12.795416,-12.923019,-12.9601555,-13.269327,-13.333037,-13.147094,-13.368479,-13.373014,-13.395852,-13.426266,-13.2870655,-13.53087,-13.598101,-14.028512,-13.915053,-14.074579,-14.151054,-14.134326,-14.438297,-14.318588,-14.291552,-14.214569,-14.680256,-14.716887,-14.499151,-14.764687,-14.665918,-15.008114,-14.812933,-14.68347,-14.466686,-14.938209,-14.959655,-15.631552,-15.537323,-15.621057,-15.887804,-15.6445265,-15.404913,-15.745571,-15.636353,-15.569244,-16.327385,-15.950754,-15.985017,-16.646471,-16.532595,-16.168571,-16.25149,-16.554396,-16.50713,-16.315678,-16.836487,-16.062754,-16.941614,-16.699492,-16.472492,-17.277143,-17.075659,-17.147879,-17.587374,-17.338715,-17.351608,-17.066065,-17.238066,-17.286575,-17.76267,-17.269766,-16.89704,-17.558495,-17.298286,-17.59561,-17.416723,-17.382246,-17.331429,-17.543713,-17.022852,-17.464764,-17.536684
1042.0,3065.0,4.420000025928021,166.72999507904052,5.116376115144339,5.5001964470741065,16.969999556541445,0.0,-20.484133,-20.46387,-20.456188,-19.911026,-19.574265,-19.612274,-18.209244,-18.147604,-18.139996,-17.918722,-17.633574,-17.542622,-17.558634,-17.478659,-17.468918,-17.36469,-17.267378,-17.176464,-17.150684,-16.937254,-16.93948,-16.890896,-17.061653,-17.116062,-17.229687,-17.239449,-17.098999,-17.682695,-17.764265,-17.795689,-17.846216,-18.018616,-17.90098,-18.150797,-18.332693,-18.348877,-18.571024,-18.649448,-18.598425,-19.253735,-19.374325,-19.463388,-19.529161,-19.479725,-19.646671,-19.917517,-19.864996,-19.898087,-20.05302,-20.206997,-20.401684,-20.439344,-20.67246,-20.850212,-20.839241,-20.765692,-20.768648,-20.900303,-20.944632,-20.937119,-20.831528,-20.927952,-21.067623,-20.964243,-21.107233,-21.148928,-21.333666,-21.189396,-21.322512,-21.566544,-21.353004,-21.213522,-21.500795,-21.645357,-21.596394,-21.682945,-21.755508,-21.695255,-21.875668,-21.896147,-21.863188,-21.899319,-21.763859,-21.836573,-21.712759,-21.851,-21.861652,-21.897202,-21.841223,-21.920664,-21.899057,-21.841352,-21.945728,-21.999077,-21.882286,-22.107386,-21.938469,-22.038536,-21.913532,-22.016727,-22.144028,-21.825966,-21.855724,-21.942995,-21.852917,-21.999998,-22.037027,-22.015326,-22.119886,-21.899632,-21.97717,-22.160812,-22.17815,-22.045525,-22.116096,-22.0751,-22.10241,-22.144022,-22.108269,-22.109598,-22.186003,-22.166496
1025.0,100176.0,4.420000025928021,47.40999911114573,3.858832942965117,5.982247233782978,12.826999611854555,0.0,-16.0181,-16.800642,-16.410097,-15.615055,-15.664123,-15.787776,-15.680774,-16.333826,-15.926826,-15.758293,-15.452888,-15.121243,-14.699337,-14.426536,-14.497453,-14.312562,-14.4453745,-14.032098,-13.825796,-13.812441,-14.089035,-14.053132,-14.103521,-13.391653,-13.417975,-13.248138,-13.597098,-13.710262,-13.395366,-12.948763,-13.210852,-13.456158,-13.526046,-13.482465,-13.360607,-13.371083,-13.353451,-13.587667,-13.443932,-13.097024,-13.239103,-13.168079,-13.5847645,-13.154049,-13.701565,-13.422813,-13.756136,-13.431604,-13.822946,-13.861408,-13.829253,-13.85114,-13.964785,-13.433402,-13.322782,-13.690572,-13.564726,-13.590688,-13.63129,-13.807796,-13.74888,-13.84121,-13.861495,-13.704824,-13.893095,-13.467395,-13.729015,-13.6284685,-13.76638,-13.864589,-13.655637,-13.65864,-14.055555,-14.237402,-14.203268,-14.0079775,-13.887854,-14.028059,-14.107669,-13.849487,-14.042135,-14.105794,-14.571831,-14.359378,-14.159057,-14.332998,-14.567067,-14.2620325,-14.614165,-14.180144,-14.962133,-14.285484,-14.828697,-13.92665,-14.496725,-14.839868,-15.135363,-14.687119,-14.919293,-14.894168,-14.722178,-14.854511,-14.696082,-15.791719,-15.266292,-14.987592,-14.75085,-15.497441,-15.113014,-15.382686,-15.259713,-14.664262,-14.606394,-14.830878,-15.184169,-15.343507,-15.129819,-15.814776,-15.337802,-15.229231,-15.604237,-15.60414
57.0,429.0,5.689999945759774,2.909999941280111,1.0681529935764644,5.945734702016303,13.999999337196352,0.0,-9.756988,-9.82322,-9.246464,-8.920617,-7.0071254,-5.9199543,-6.2882485,-6.7459526,-5.652997,-5.277006,-5.581382,-6.3553796,-7.4456677,-7.4740176,-6.862969,-6.4595647,-5.290755,-5.563914,-5.524804,-6.226205,-6.1673226,-6.248488,-5.775669,-6.3974857,-6.6869073,-6.240626,-5.9965634,-5.44416,-5.6504455,-5.893264,-6.0499086,-6.335832,-6.189953,-6.027737,-5.990393,-6.4280906,-6.6698837,-6.460641,-6.653086,-7.337281,-6.9260783,-7.273552,-7.913157,-7.234818,-7.2347784,-7.1914034,-8.077837,-7.4775133,-7.1544895,-7.131746,-7.233355,-7.8367524,-7.0679216,-6.979494,-7.732134,-7.4799395,-7.850184,-7.470327,-7.5071816,-7.6859074,-7.6436343,-7.6106763,-7.4352636,-9.186285,-7.6740475,-8.157233,-7.8031287,-7.5898395,-8.104555,-7.7472606,-7.943824,-8.01909,-8.337535,-8.062705,-7.8455424,-8.228305,-8.147795,-7.922361,-7.9652658,-7.7980504,-8.8355055,-7.7255173,-7.969936,-8.657393,-8.136895,-9.246125,-7.546238,-8.080621,-8.182485,-8.515379,-8.401498,-8.2662525,-8.592565,-8.736914,-8.224963,-8.306653,-8.476927,-10.194865,-8.57102,-8.092859,-8.867841,-8.178846,-8.409882,-7.88901,-8.516768,-7.8424044,-8.468825,-9.064557,-7.820205,-8.474491,-8.031206,-9.086335,-9.426314,-9.142323,-8.647019,-9.392574,-8.548805,-8.632243,-9.959986,-9.415094,-9.087312,-9.143627
1002.0,1269.0,5.390000045895577,124.07999996632336,4.820926128588396,5.962627696245495,14.89000066280365,3.0,-15.133276,-14.653486,-14.659647,-14.180276,-13.50693,-12.992017,-12.721921,-12.530522,-12.496152,-12.180971,-12.612677,-12.112695,-12.153758,-12.054525,-11.693999,-11.590965,-11.952737,-11.805596,-11.797337,-11.646956,-11.566125,-11.3588,-11.610887,-11.415134,-11.542731,-11.743812,-11.783243,-11.818425,-11.756848,-11.472571,-11.789606,-11.938922,-11.712127,-11.870603,-11.963607,-11.97419,-12.039268,-11.943185,-11.710358,-11.804474,-11.409359,-11.472064,-11.888504,-11.983361,-11.630279,-11.767895,-11.656622,-12.413813,-12.306801,-12.327161,-12.530823,-12.627415,-12.653293,-12.465183,-12.540356,-12.873004,-12.774341,-12.977752,-13.256787,-13.298738,-13.428509,-13.269358,-13.438638,-13.08663,-13.048308,-13.109676,-13.276987,-13.295599,-13.048991,-13.233658,-13.395754,-13.114912,-13.140799,-12.907028,-12.721543,-13.516883,-13.521337,-12.920294,-13.395898,-13.039657,-13.224418,-13.340793,-13.050098,-13.218204,-13.535494,-12.951531,-13.423536,-13.755425,-13.436253,-13.585227,-14.163094,-13.307847,-14.620968,-13.277939,-13.401104,-13.025659,-14.083505,-14.123046,-13.623529,-13.696133,-15.523264,-14.185745,-14.047503,-14.109529,-14.074012,-14.052511,-13.934295,-13.678464,-14.174087,-14.115205,-13.943636,-14.328602,-14.326765,-14.412858,-14.281677,-14.326022,-14.231426,-13.806209,-14.037189,-14.185695,-14.497064,-13.824318
1068.0,100168.0,4.059999995976686,255.49998551130292,5.543222511495924,6.88857253112432,7.174000099897385,0.0,-26.727333,-26.73706,-25.847654,-25.248596,-25.55205,-24.963324,-24.968294,-24.78171,-24.899704,-24.832108,-24.725124,-24.740818,-24.786777,-24.895372,-24.771221,-24.702394,-24.702715,-24.934227,-24.917583,-24.858318,-24.411469,-24.573097,-24.522264,-24.64591,-24.688461,-24.615847,-24.651558,-24.613201,-24.684717,-24.703043,-24.75107,-24.823685,-24.76327,-24.699594,-24.563534,-24.590252,-24.422295,-24.666842,-24.62313,-24.67692,-24.811367,-24.854677,-24.82573,-24.924755,-24.65905,-24.871468,-24.735394,-24.855545,-24.973661,-24.551,-24.57806,-24.726408,-24.832977,-24.823967,-24.901749,-24.914547,-24.924011,-24.775154,-24.86804,-25.043081,-24.787537,-25.085789,-25.17353,-24.854137,-24.746117,-25.25797,-24.817661,-25.103699,-25.154665,-25.12222,-24.990366,-25.145699,-25.151262,-25.193714,-25.569576,-25.492943,-25.450682,-25.375439,-25.356173,-25.32302,-25.482347,-25.491806,-25.577866,-25.576,-25.771336,-25.793291,-25.54379,-25.63261,-25.684797,-25.832159,-25.859938,-25.730238,-25.666199,-25.827446,-25.832352,-26.13228,-26.147205,-26.212347,-26.298536,-26.481768,-26.299381,-26.570963,-26.79819,-26.655296,-26.272205,-26.520721,-26.390783,-26.590082,-26.669468,-26.733923,-26.628363,-26.795582,-26.58231,-26.569912,-26.804913,-26.861065,-26.718786,-27.116678,-26.884096,-27.076176,-27.08748,-27.206846
71.0,1623.0,5.9000000584125525,25.029999634549018,3.2200749893944307,5.707276352715367,11.099999662637712,2.0,-9.336079,-9.103075,-8.523727,-8.213528,-7.0905647,-6.711013,-6.9689074,-6.356615,-6.249312,-6.2650666,-6.750587,-6.2425756,-6.1371317,-6.349777,-6.5430193,-6.1447144,-6.4175253,-6.7864137,-7.14168,-6.6700325,-6.657523,-6.001797,-5.7451634,-6.357554,-6.4205885,-6.5912895,-6.256656,-5.993464,-6.4153934,-6.4458117,-6.439053,-6.6484156,-7.097454,-7.2909093,-7.3184876,-7.2164893,-7.2981186,-7.2464952,-7.4117303,-7.228967,-7.182867,-7.3873754,-7.4633665,-7.619308,-7.610497,-7.78806,-7.544642,-8.167743,-8.241982,-8.313566,-8.170457,-8.253334,-8.385501,-8.24322,-8.197829,-8.684806,-8.590792,-8.474601,-8.186634,-8.985162,-8.589439,-8.277996,-8.503066,-8.512875,-8.525251,-8.559068,-8.889366,-8.303651,-9.352902,-8.940763,-8.576228,-9.287078,-8.994296,-9.274412,-9.700048,-9.360805,-9.248802,-9.336161,-9.696267,-10.777672,-9.450294,-9.950049,-9.962336,-9.30598,-10.564898,-9.732503,-10.460207,-9.990698,-10.078857,-10.251841,-10.340045,-10.655402,-10.932067,-10.655595,-10.493432,-10.599609,-11.084634,-11.108033,-11.604019,-10.843413,-11.119175,-11.333105,-10.629237,-10.874634,-11.49644,-12.507667,-12.119555,-11.901493,-11.965233,-11.281008,-11.468578,-12.785436,-11.84974,-11.18702,-11.865942,-11.776731,-11.544315,-11.714134,-11.671721,-12.956958,-12.190941,-12.8560705
1018.0,100377.0,4.44999997675419,59.87999985441565,4.092342845247743,5.836680309473415,14.795000660419465,0.0,-14.517797,-13.870638,-14.238104,-16.02903,-12.993674,-14.836959,-13.673908,-13.324114,-12.712755,-12.547834,-11.561717,-12.061054,-11.858084,-12.169735,-11.871274,-11.74176,-11.8976145,-12.031622,-11.854842,-11.91096,-11.860257,-12.226222,-12.496436,-12.246556,-12.254193,-12.194175,-11.516206,-11.487073,-11.824148,-11.368883,-10.689551,-11.551094,-11.529583,-12.493978,-11.794937,-11.457646,-11.381774,-11.889097,-11.377459,-11.367259,-11.948743,-12.233774,-12.293249,-12.826082,-12.569418,-12.538029,-12.40681,-12.296514,-12.321338,-11.967178,-12.392595,-13.1217785,-12.645837,-13.243657,-13.183795,-13.02222,-13.049747,-12.85589,-12.9909115,-13.55841,-12.896088,-12.665382,-13.120357,-13.256446,-13.575632,-13.177527,-13.376312,-13.349841,-13.867206,-13.20047,-13.568292,-13.836633,-13.778231,-13.435442,-13.503121,-13.63262,-13.1701565,-14.575354,-14.144054,-14.844992,-14.256297,-13.894633,-14.203842,-14.345267,-14.376687,-14.498495,-13.957459,-14.128203,-14.388466,-14.048654,-14.902659,-14.715045,-14.940925,-15.226814,-14.431969,-14.065893,-15.512453,-15.535149,-14.784366,-15.806019,-15.187051,-15.426226,-14.869058,-14.830604,-15.290696,-14.935513,-14.870043,-14.932498,-15.246579,-15.038698,-15.2164345,-15.332732,-15.109731,-15.857111,-15.565373,-15.399794,-16.055634,-16.384655,-14.885464,-15.767142,-16.046875,-16.027166
