,east_comp,north_comp,verti_comp,Time
47,0.00375322,-0.001546609,0.000837158,0.94
48,0.005800676,0.000265907,0.010009344,0.96
49,-0.000356453,0.00130365,0.015386929,0.98
50,-0.001835917,0.006817814,0.003415611,1
51,0.004292709,0.007344313,-0.00389579,1.02
52,0.004125509,0.000895014,-0.009012634,1.04
53,0.001692401,-0.002915794,-0.003403448,1.06
54,0.001887119,-0.003859287,0.002487056,1.08
55,-0.002364451,-0.004749892,0.015663644,1.1
56,-3.41e-05,0.001089475,-0.005219937,1.12
57,0.005657536,0.009266127,-0.005535088,1.14
58,-0.000276661,0.011109909,0.006490731,1.16
59,-0.003329497,0.005957806,-0.014081014,1.18
60,-0.000384097,0.001067839,-0.008471378,1.2
61,-0.001169793,-0.004339881,-0.000976131,1.22
62,7.79e-05,-0.005772631,-0.000408334,1.24
63,0.009021539,0.000386742,0.011470488,1.26
64,0.009317222,-0.000181384,-0.001099205,1.28
65,0.004428275,0.000192762,-0.012728466,1.3
66,-0.002952632,0.001805053,0.004338901,1.32
67,-0.003573029,-0.002216272,0.003616979,1.34
68,-0.001289669,0.00534647,-0.003500952,1.36
69,-0.001602471,0.008749096,-0.000438179,1.38
70,-0.00090651,0.006788203,-0.006856217,1.4
71,0.001348077,0.007937652,-0.016471612,1.42
72,0.004946355,0.002467269,-0.01982294,1.44
73,0.004099174,0.000159646,-0.010561433,1.46
74,-0.005402308,-0.006032811,0.004111078,1.48
75,-0.012837854,-0.005376755,0.026141375,1.5
76,-0.00652442,-0.003685783,0.018083721,1.52
77,0.009895774,-0.00590214,0.014482483,1.54
78,0.015843494,-0.00489798,0.000174304,1.56
79,0.001949389,0.000530335,-0.01819592,1.58
80,-0.013457189,0.007506551,-0.018463656,1.6
81,-0.012234092,0.003302556,-0.002433413,1.62
82,-0.013262923,0.000242375,0.013778015,1.64
83,-0.005575486,-0.003929821,0.018982646,1.66
84,0.006473049,-0.008058416,0.016541299,1.68
85,0.004583007,-0.002840472,-0.012694219,1.7
86,-0.005712186,0.002295834,-0.026488806,1.72
87,-0.013891655,0.001395236,-0.021199446,1.74
88,-0.0085666,-0.002318693,-0.009156069,1.76
89,0.006559311,0.00036482,-0.003999768,1.78
90,0.016024411,0.003495272,0.009195737,1.8
91,0.01558085,-0.000967726,0.029716681,1.82
92,0.015254202,-0.000550549,0.0390075,1.84
93,0.000968805,0.005212963,-0.008570106,1.86
94,-0.008277334,0.006978437,-0.031340295,1.88
95,-0.012527523,0.005044719,-0.027324664,1.9
96,-0.008340712,0.001454978,0.000809385,1.92
97,0.000593664,0.002008839,0.009014534,1.94
98,0.004778435,-0.000111522,0.00565842,1.96
99,0.005716495,-0.006311728,0.010028471,1.98
100,0.002789398,-0.004359988,-0.002118762,2
101,0.001306346,-0.003735816,0.010441656,2.02
102,0.002334186,0.000436617,-6.78e-05,2.04
103,0.000592721,0.005031579,-0.022395347,2.06
104,-0.005875485,7.7e-05,-0.017505714,2.08
105,-0.000199271,0.002956962,0.001763621,2.1
106,0.014702008,0.003026596,0.014651144,2.12
107,0.010941169,-0.002704392,0.011893697,2.14
108,0.002791563,-0.004109315,0.013220154,2.16
109,-0.0118557,-0.004735824,0.008428514,2.18
110,-0.019892226,-0.010033314,0.001517034,2.2
111,-0.010583053,-0.00778431,-0.002101742,2.22
112,-0.008295704,0.000877068,-0.013456464,2.24
113,-0.004565566,0.003463994,-0.008314782,2.26
114,0.004471187,0.003549819,0.000584269,2.28
115,0.015150588,0.004264319,-0.005702828,2.3
116,0.005305357,-0.00799647,-0.007260321,2.32
117,-0.006831232,-0.01131237,0.013414082,2.34
118,-0.002603544,-0.001931564,0.008983608,2.36
119,0.005779458,-0.001747064,-0.006492481,2.38
120,0.008926188,0.000712508,-0.000658003,2.4
121,0.016550455,0.001862008,0.008669311,2.42
122,0.014983931,0.009466137,0.004379946,2.44
123,0.003094734,0.009438148,0.015069034,2.46
124,-0.005887568,-0.005253838,0.011360488,2.48
125,-0.015782129,-0.010152917,0.005137092,2.5
126,-0.009171546,-0.003063279,0.002417585,2.52
127,-0.00329591,0.000201834,-0.002567846,2.54
128,-0.005673105,-0.008574653,-0.007650916,2.56
129,-0.001465863,-0.001705002,-0.014349472,2.58
130,0.012725829,0.010116625,-0.019167836,2.6
131,0.015472251,0.007741871,-0.001148969,2.62
132,0.009277799,0.003127502,0.012998652,2.64
133,0.001021653,0.000344623,-0.00028143,2.66
134,-0.003475507,0.009480942,-0.004859273,2.68
135,0.001312582,0.008919381,0.010429425,2.7
136,0.005948955,-0.013851909,0.011851898,2.72
137,-0.00068051,-0.021034868,0.000187511,2.74
138,-0.011950675,-0.013245216,0.006089979,2.76
139,-0.018545343,-0.00864126,0.005415941,2.78
140,-0.025312242,0.007183002,0.000752833,2.8
141,-0.007399321,0.007471766,-0.007023406,2.82
142,0.009750538,0.004720886,-0.017675754,2.84
143,0.010508978,0.001358704,0.001092133,2.86
144,0.0046217,-0.006263617,0.010906848,2.88
145,0.000760766,0.000964147,-0.003181994,2.9
146,-0.000391932,0.008811842,0.005265078,2.92
147,0.001963731,0.003683278,-0.003360769,2.94
148,-0.002154962,0.000792864,-0.017080052,2.96
149,-0.006957718,0.000761046,-0.009433988,2.98
150,0.000307159,-0.006479325,0.001634379,3
151,0.004120201,-0.005217676,0.011383083,3.02
152,0.006865652,-0.001618954,0.02501334,3.04
153,0.002055634,0.007673448,0.011454712,3.06
154,-0.002788922,0.014606593,-0.007569635,3.08
155,-0.009464623,0.00115691,0.000393494,3.1
156,-0.003465303,-0.008185998,-0.003097588,3.12
157,0.006606112,-0.000258002,-0.018828983,3.14
158,0.010957059,-0.000784422,-0.003687765,3.16
159,0.004943226,-0.004618626,0.004295269,3.18
160,0.001991356,0.005739657,0.000509465,3.2
161,0.014294365,0.008747896,0.010130157,3.22
162,0.012369742,-0.002446233,0.008775439,3.24
163,0.005856234,-0.009022554,0.005922989,3.26
164,-0.001361352,-0.008788407,-0.005476669,3.28
165,-0.010880081,-0.006415341,-0.002151018,3.3
166,-0.010732314,-0.005784725,0.006177971,3.32
167,-0.009183522,0.004209487,0.001341962,3.34
168,-0.012564193,0.003797182,-0.002440733,3.36
169,-0.015965834,-0.001571449,0.002397251,3.38
170,-0.008236667,-0.001377755,0.000929018,3.4
171,0.008800501,0.004661711,0.000822964,3.42
172,0.012705935,0.000943287,0.00605346,3.44
173,0.010119481,-0.01310574,0.001473575,3.46
174,0.016815532,-0.001898852,-0.000147122,3.48
175,0.010205703,0.008812817,-0.006492354,3.5
176,0.002466731,-0.001619153,-0.006233084,3.52
177,0.007156888,-0.001848934,0.00271765,3.54
178,0.003329518,0.011580838,-0.00092415,3.56
179,0.000707241,0.003436863,-0.0004783,3.58
180,-0.001493486,-0.003797356,0.01120593,3.6
